"1","Financial Year","31-10-2019       4","31-01-2020       1","30-04-2020       2","31-07-2020       3","31-10-2020       4","31-01-2021       1","30-04-2021       2","31-07-2021       3","31-10-2021       4","31-01-2022       1"
"2","Sales/Revenue","906,543.00","537,945.00","345,403.00","477,867.00","635,466.00","507,353.00","420,455.00","448,909.00","666,050.00","533,423.00"
"3","Pretax Income","104,436.00","40,352.00","30,367.00","24,353.00","73,974.00","73,112.00","57,183.00","35,723.00","73,298.00","79,277.00"
"4","Net Income","81,457.00","33,515.00","21,393.00","13,805.00","66,458.00","62,434.00","42,321.00","35,147.00","42,838.00","63,364.00"
"5","Cash & Short-Term Investments","600,539.00","462,375.00","382,004.00","453,998.00","456,437.00","682,180.00","577,346.00","570,228.00","784,724.00","823,767.00"
"6","Cash Only","378,566.00","269,368.00","220,753.00","261,233.00","254,134.00","342,687.00","316,233.00","320,369.00","470,319.00","357,475.00"
"7","Total Accounts Receivables","978,966.00","835,761.00","670,170.00","774,915.00","949,546.00","722,001.00","810,654.00","871,803.00","759,858.00","731,593.00"
"8","Inventories","2,660,006.00","2,486,205.00","2,383,740.00","2,282,369.00","2,037,889.00","1,741,432.00","1,781,898.00","1,521,006.00","1,274,825.00","1,210,420.00"
"9","Net Property, Plant & Equipment","229,622.00","246,159.00","242,950.00","193,888.00","184,953.00","182,942.00","176,922.00","171,854.00","166,454.00","161,478.00"
"10","Accrued Payable","1,162,911.00","1,004,160.00","991,921.00","1,046,784.00","1,042,195.00","855,832.00","803,321.00","804,065.00","975,045.00","924,559.00"
"11","Short Term Debt","1,975,664.00","1,915,753.00","2,008,975.00","2,013,512.00","2,054,312.00","1,852,687.00","1,653,419.00","1,471,781.00","1,570,879.00","1,429,317.00"
"12","Long Term Debt","1,804,051.00","1,710,220.00","1,515,447.00","1,439,414.00","1,278,314.00","1,428,023.00","1,532,263.00","1,533,839.00","1,321,814.00","1,306,851.00"
"13","Net Operating Cash Flow","224,815.00","168,175.00","78,911.00","92,938.00","178,487.00","360,658.00","75,530.00","184,627.00","350,118.00","255,492.00"
"14","Capital Expenditures","(98,674.00)","(61,629.00)","(51,526.00)","6,519.00","(57,254.00)","(47,988.00)","(11,541.00)","(24,741.00)","(17,536.00)","(43,977.00)"
"15","Total Shares Outstanding (million)","2,944,369.00","2,944,369.00","2,944,369.00","2,944,369.00","2,944,369.00","2,944,369.00","2,944,369.00","2,944,369.00","2,944,369.00","2,944,369.00"
