"1","Financial Year","31-12-2016       2","31-03-2017       3","30-06-2017       4","30-09-2017       1","31-12-2017       2","31-03-2018       3","30-06-2018       4","30-09-2018       1","31-12-2018       2","31-03-2019       3"
"2","Sales/Revenue","62,821.00","69,242.00","74,464.57","58,236.00","76,061.00","75,420.00","184,627.21","359,955.00","165,158.00","226,121.00"
"3","Pretax Income","10,032.00","16,791.00","27,702.66","9,722.00","13,107.00","81,569.00","140,069.29","165,210.00","51,926.00","81,969.00"
"4","Net Income","10,675.00","6,485.00","8,653.81","10,784.00","11,042.00","83,135.00","98,751.11","100,001.00","50,105.00","55,181.00"
"5","Cash & Short-Term Investments","60,694.00","23,110.00","54,501.00","31,988.00","10,031.00","116,303.00","135,956.60","302,188.00","203,840.00","221,213.00"
"6","Cash Only","60,694.00","23,110.00","54,501.00","31,988.00","10,031.00","116,303.00","135,956.60","302,188.00","203,840.00","221,213.00"
"7","Total Accounts Receivables","35,373.00","24,212.00","25,090.00","27,456.00","106,519.00","139,264.00","208,625.68","247,791.00","155,554.00","223,568.00"
"8","Inventories","12,702.00","7,663.00","3,997.00","12,200.00","1,059.00","92,283.00","57,913.79","20,029.00","52,038.00","35,940.00"
"9","Net Property, Plant & Equipment","220,999.00","214,702.00","202,615.00","200,205.00","201,892.00","183,458.00","229,311.03","300,501.00","305,497.00","301,388.00"
"10","Accrued Payable","77,930.00","61,736.00","57,992.00","62,460.00","-","-","-","-","-","-"
"11","Short Term Debt","219.00","219.00","-","219.00","219.00","219.00","1,640.57","4,417.00","5,371.00","4,870.00"
"12","Long Term Debt","-","-","-","-","-","-","6,628.31","7,718.00","9,181.00","10,022.00"
"13","Net Operating Cash Flow","61,545.00","29,763.00","18,312.47","(7,771.00)","(32,531.00)","88,093.00","54,314.27","229,933.00","74,645.00","23,990.00"
"14","Capital Expenditures","(104.00)","(485.00)","(983.91)","(6,154.00)","(14,874.00)","(3,279.00)","(33,450.63)","(67,597.00)","(167,762.00)","(6,503.00)"
"15","Total Shares Outstanding (million)","1,443,844.00","1,443,844.00","1,443,844.00","1,505,844.29","1,543,923.29","1,588,228.69","1,588,228.79","1,588,228.79","1,588,228.79","1,588,228.79"
"16","Financial Year","31-03-2010","31-03-2011","31-03-2012","31-12-2013","30-06-2015","30-06-2016","30-06-2017","30-06-2018","31-03-2019       TTM","31-03-2019       TTM"
"16","Pretax Income","(2.46)","(1,193.89)","(4,358.32)","10,729.75","(75,812.01)","(56,320.73)","62,006.66","244,467.29","439,174.29",""
"17","Net Income","(2.46)","(1,193.89)","(4,884.25)","12,134.79","(74,216.01)","(59,959.75)","106,096.81","203,712.11","304,038.11",""
"17","Sales/Revenue","-","15.41","7,961.14","13,343.70","15,585.60","81,694.91","261,272.57","394,344.21","935,861.21","935,861.21"
"18","Cash & Short-Term Investments","0.94","2,516.39","218,524.00","62,405.46","5,930.31","28,745.86","54,500.85","135,956.60","221,213.00",""
"19","Cash Only","0.94","212.75","168,507.70","27,650.41","5,930.31","28,745.86","54,500.85","135,956.60","221,213.00",""
"20","Total Accounts Receivables","-","411.80","73.40","9,648.73","63,933.71","24,340.49","25,089.56","208,625.68","223,568.00",""
"21","Inventories","-","-","-","-","-","5,542.73","3,997.06","57,913.79","35,940.00",""
"22","Net Property, Plant & Equipment","-","6.06","659.76","31,123.57","55,451.38","211,451.75","202,615.78","229,311.03","301,388.00",""
"23","Short Term Debt","-","1,055.50","219.39","1,227.19","219.39","219.39","219.39","1,640.57","4,870.00",""
"24","Long Term Debt","-","-","-","-","-","-","-","6,628.31","10,022.00",""
"25","Net Operating Cash Flow","0.94","(1,549.03)","(5,790.45)","(51,310.25)","(32,192.25)","62,495.15","85,169.47","102,105.27","382,882.27",""
"26","Capital Expenditures","-","(6.42)","(769.18)","(50,352.66)","(117,362.71)","(104,384.97)","(1,575.91)","(57,757.63)","(275,312.63)",""
"27","Total Shares Outstanding (million)","77,792.00","77,792.00","418,048.00","509,876.00","927,779.00","1,312,638.99","1,443,844.29","1,588,228.79","1,588,228.79","1,312,638.99"
