"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","1,713,549.00","1,781,023.00","1,734,611.00","1,821,432.00","1,793,374.00","1,604,234.00","1,944,052.00","1,912,676.00","1,887,268.00","2,007,345.00"
"3","Pretax Income","195,739.00","174,677.00","153,064.00","212,885.00","47,900.00","97,049.00","140,276.00","165,395.00","156,453.00","131,442.00"
"4","Net Income","90,232.00","98,786.00","103,266.00","64,175.00","43,724.00","52,905.00","52,547.00","83,498.00","85,483.00","67,004.00"
"5","Cash & Short-Term Investments","4,410,603.00","4,758,014.00","4,444,154.00","4,623,760.00","4,997,358.00","4,975,231.00","5,015,790.00","5,182,998.00","5,097,625.00","5,274,667.00"
"6","Cash Only","-","-","-","-","-","982,925.00","257,271.00","115,709.00","279,128.00","247,402.00"
"7","Total Accounts Receivables","2,223,149.00","1,636,673.00","2,256,649.00","2,328,148.00","2,258,109.00","2,085,216.00","2,282,208.00","2,321,156.00","2,355,156.00","2,328,083.00"
"8","Inventories","662,273.00","762,190.00","783,300.00","719,047.00","858,774.00","778,782.00","647,392.00","661,511.00","760,804.00","624,865.00"
"9","Net Property, Plant & Equipment","14,604,469.00","14,389,270.00","14,230,617.00","14,139,052.00","13,976,303.00","13,844,130.00","13,655,166.00","13,481,466.00","13,443,183.00","13,332,042.00"
"10","Accrued Payable","1,002,243.00","1,014,824.00","1,153,859.00","1,152,206.00","1,512,301.00","1,110,797.00","1,106,218.00","1,103,426.00","1,343,938.00","1,117,552.00"
"11","Short Term Debt","1,910,419.00","601,167.00","1,350,966.00","1,378,918.00","1,650,823.00","1,615,057.00","1,000,767.00","1,553,515.00","1,885,274.00","1,902,349.00"
"12","Long Term Debt","15,626,429.00","15,631,398.00","14,741,411.00","14,609,815.00","14,180,158.00","13,897,913.00","14,594,562.00","13,996,160.00","13,315,158.00","13,176,529.00"
"13","Net Operating Cash Flow","685,139.00","1,204,193.00","121,588.00","567,529.00","827,025.00","421,099.00","473,244.00","396,320.00","722,454.00","538,797.00"
"14","Capital Expenditures","(1,429.00)","(15,120.00)","(71,403.00)","(140,282.00)","(77,704.00)","(74,346.00)","(22,532.00)","(41,831.00)","(213,157.00)","(26,902.00)"
"15","Total Shares Outstanding (million)","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","4,998,176.00","4,944,462.40","4,921,051.40","4,911,701.80","4,888,221.00","4,518,521.00"
"16","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"16","Pretax Income","380,184.00","435,734.00","633,848.00","707,149.00","94,214.00","595,484.00","702,040.00","637,541.00","588,526.00","559,173.00"
"17","Net Income","243,782.00","326,123.00","462,825.00","468,212.00","171,600.00","341,549.00","453,234.00","355,463.00","309,951.00","274,433.00"
"17","Sales/Revenue","5,268,540.00","5,474,368.00","5,691,778.00","5,587,608.00","4,717,419.00","5,594,484.00","5,301,987.00","6,098,420.00","7,130,440.00","7,348,230.00"
"18","Cash & Short-Term Investments","3,389,537.00","2,864,935.00","3,102,094.00","5,153,970.00","3,541,737.00","3,896,409.00","3,482,587.00","4,410,603.00","4,997,358.00","5,097,625.00"
"19","Cash Only","210,192.00","96,557.00","51,674.00","87,640.00","234,838.00","462,848.00","326,751.00","360,704.00","537,223.00","279,128.00"
"20","Total Accounts Receivables","1,015,753.00","1,573,303.00","1,528,968.00","1,600,318.00","1,435,576.00","1,434,949.00","1,969,034.00","2,070,892.00","2,111,451.00","2,231,015.00"
"21","Inventories","601,469.00","552,255.00","697,411.00","709,095.00","479,075.00","518,434.00","575,094.00","662,273.00","858,774.00","760,804.00"
"22","Net Property, Plant & Equipment","10,066,161.00","9,728,879.00","9,369,792.00","10,909,160.00","13,061,031.00","14,323,952.00","15,059,639.00","14,604,469.00","13,976,303.00","13,443,183.00"
"23","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"24","Short Term Debt","1,467,620.00","1,495,995.00","1,442,802.00","1,041,897.00","931,625.00","734,262.00","723,041.00","1,910,419.00","1,650,823.00","1,885,274.00"
"25","Long Term Debt","12,768,536.00","11,816,627.00","10,815,072.00","14,221,261.00","16,611,760.00","17,493,217.00","16,624,567.00","15,626,429.00","14,180,158.00","13,315,158.00"
"26","Net Operating Cash Flow","2,398,638.00","1,700,354.00","2,607,121.00","2,040,692.00","1,636,604.00","2,701,950.00","1,899,278.00","2,364,578.00","2,720,335.00","2,013,117.00"
"27","Capital Expenditures","(108,572.00)","(137,877.00)","(88,158.00)","(1,976,552.00)","(2,534,967.00)","(1,614,561.00)","(1,430,361.00)","(468,990.00)","(304,509.00)","(351,866.00)"
"28","Total Shares Outstanding (million)","351,344.00","351,344.00","351,344.00","351,344.00","351,344.00","351,344.00","5,000,000.00","5,000,000.00","4,998,176.00","4,888,221.00"
