"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","77,295.00","86,076.00","68,754.00","110,708.00","234,571.00","52,467.00","(38,237.00)","61,847.00","101,383.00","56,538.00"
"3","Pretax Income","9,077.00","14,434.00","(7,598.00)","25,906.00","63,325.00","53,082.00","42,692.00","37,605.00","26,295.00","41,644.00"
"4","Net Income","4,292.00","8,707.00","(6,947.00)","20,468.00","49,270.00","39,291.00","34,161.00","30,572.00","21,440.00","32,217.00"
"5","Cash & Short-Term Investments","2,426,437.00","2,063,057.00","2,062,155.00","2,292,838.00","1,664,464.00","1,644,534.00","2,001,482.00","1,994,768.00","2,009,911.00","1,897,384.00"
"6","Cash Only","330,786.00","408,089.00","471,428.00","539,427.00","513,671.00","535,551.00","657,588.00","599,890.00","653,037.00","526,368.00"
"7","Total Accounts Receivables","155,035.00","96,031.00","70,576.00","122,180.00","96,516.00","67,240.00","168,197.00","81,868.00","153,422.00","124,804.00"
"8","Net Property, Plant & Equipment","182,815.00","195,106.00","194,145.00","190,367.00","186,920.00","188,112.00","188,199.00","185,555.00","188,061.00","181,948.00"
"9","Short Term Debt","5,027,676.00","4,716,212.00","4,903,383.00","4,791,587.00","4,248,571.00","4,018,470.00","4,294,000.00","4,339,257.00","4,398,967.00","3,790,140.00"
"10","Long Term Debt","117,923.00","121,029.00","168,236.00","164,082.00","204,438.00","198,782.00","182,087.00","241,700.00","240,986.00","263,529.00"
"11","Net Operating Cash Flow","49,784.00","(437,720.00)","435,066.00","15,257.00","(752,216.00)","(280,139.00)","240,077.00","128,787.00","32,164.00","(356,005.00)"
"12","Capital Expenditures","(37,867.00)","31,849.00","(5,730.00)","(4,016.00)","(5,049.00)","(1,551.00)","(5,962.00)","(3,739.00)","(10,163.00)","(4,267.00)"
"13","Total Shares Outstanding (million)","698,687.50","698,687.50","698,687.50","698,687.50","705,040.60","707,934.60","709,629.60","733,513.10","731,222.60","725,286.40"
