"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","93,458.00","92,444.00","91,814.00","92,668.00","92,008.00","89,733.00","87,354.00","86,150.00","86,909.00","87,905.00"
"3","Pretax Income","42,399.00","40,240.00","28,138.00","40,076.00","53,646.00","37,253.00","32,193.00","31,556.00","34,626.00","32,480.00"
"4","Net Income","42,399.00","40,240.00","28,138.00","40,076.00","53,646.00","37,253.00","32,193.00","31,556.00","34,626.00","32,480.00"
"5","Cash & Short-Term Investments","192,097.00","146,042.00","187,306.00","141,678.00","186,323.00","140,900.00","169,320.00","109,484.00","101,380.00","107,712.00"
"6","Cash Only","33,446.00","-","-","-","-","40,009.00","36,591.00","26,859.00","19,525.00","27,982.00"
"7","Total Accounts Receivables","16,035.00","18,110.00","17,435.00","27,381.00","23,512.00","24,047.00","22,744.00","23,516.00","21,154.00","23,175.00"
"8","Net Property, Plant & Equipment","2,759.00","2,628.00","2,416.00","2,160.00","2,039.00","1,841.00","1,690.00","1,571.00","1,429.00","1,361.00"
"9","Accrued Payable","-","-","-","-","60,072.00","54,295.00","57,772.00","59,187.00","68,041.00","61,631.00"
"10","Short Term Debt","-","48,500.00","50,700.00","54,000.00","58,200.00","61,250.00","62,100.00","62,860.00","369,928.00","414,033.00"
"11","Long Term Debt","1,268,108.00","1,269,657.00","1,271,807.00","1,274,943.00","1,279,081.00","1,280,810.00","1,281,024.00","1,276,649.00","949,131.00","981,445.00"
"12","Net Operating Cash Flow","56,700.00","50,989.00","58,875.00","46,156.00","59,209.00","49,696.00","49,680.00","49,679.00","41,857.00","44,346.00"
"13","Capital Expenditures","(471.00)","(215.00)","(134.00)","(65.00)","(210.00)","(117.00)","(149.00)","(167.00)","(121.00)","(165.00)"
"14","Total Shares Outstanding (million)","2,031,458.00","2,034,635.00","2,034,635.00","2,037,753.00","2,037,753.00","2,040,635.00","2,040,635.00","2,044,176.20","2,044,176.00","2,044,176.00"
"15","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM"
"16","Net Income","109,396.00","179,814.00","250,465.00","229,660.00","236,355.00","226,023.00","167,759.00","162,100.00","135,628.00","130,855.00"
"16","Sales/Revenue","94,636.00","230,887.00","289,216.00","305,104.00","315,395.00","344,811.00","372,617.00","368,934.00","350,146.00","348,318.00"
"17","Cash & Short-Term Investments","127,431.00","115,417.00","158,965.00","150,430.00","156,511.00","186,976.00","192,097.00","186,323.00","101,380.00","107,712.00"
"17","Pretax Income","109,396.00","179,814.00","250,465.00","229,660.00","236,355.00","226,023.00","167,759.00","162,100.00","135,628.00","130,855.00"
"18","Cash Only","6,575.00","18,527.00","9,749.00","22,202.00","28,691.00","33,155.00","33,446.00","34,377.00","19,525.00","27,982.00"
"19","Total Accounts Receivables","6,457.00","8,523.00","9,881.00","13,804.00","12,352.00","15,429.00","15,035.00","20,364.00","19,036.00","23,175.00"
"20","Net Property, Plant & Equipment","1,097.00","1,093.00","2,420.00","2,323.00","1,864.00","2,474.00","2,759.00","2,039.00","1,429.00","1,361.00"
"21","Accrued Payable","9,198.00","-","-","-","-","-","-","-","-","61,631.00"
"22","Short Term Debt","-","9,000.00","54,000.00","91,000.00","-","-","43,700.00","58,200.00","369,928.00","414,033.00"
"23","Long Term Debt","745,122.00","815,231.00","815,534.00","816,569.00","817,357.00","951,067.00","1,268,108.00","1,279,081.00","949,131.00","981,445.00"
"24","Net Operating Cash Flow","131,618.00","175,332.00","165,993.00","195,394.00","200,093.00","231,105.00","227,151.00","215,229.00","190,912.00","185,562.00"
"25","Capital Expenditures","(1,391.00)","(523.00)","(2,186.00)","(1,072.00)","(704.00)","(1,722.00)","(1,644.00)","(624.00)","(554.00)","(602.00)"
"26","Total Shares Outstanding (million)","1,350,000.00","1,762,652.00","1,768,038.00","1,772,820.00","1,778,976.00","2,024,799.00","2,031,458.00","2,037,753.00","2,044,176.00","2,044,176.00"
