"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","1,170,295.00","1,180,727.00","1,036,347.00","1,124,465.00","1,220,466.00","1,265,333.00","1,053,620.00","1,077,422.00","1,175,001.00","1,168,804.00"
"3","Pretax Income","38,798.00","31,908.00","27,947.00","(8,627.00)","135,576.00","55,340.00","(64,785.00)","(247,838.00)","30,622.00","59,517.00"
"4","Net Income","18,781.00","10,336.00","47,438.00","(43,302.00)","84,414.00","41,498.00","(57,458.00)","(197,469.00)","(88,052.00)","43,333.00"
"5","Cash & Short-Term Investments","422,021.00","370,693.00","403,266.00","460,608.00","432,675.00","468,203.00","337,741.00","265,586.00","297,609.00","289,689.00"
"6","Cash Only","382,406.00","336,421.00","369,119.00","419,231.00","-","330,360.00","222,287.00","197,692.00","241,017.00","234,459.00"
"7","Total Accounts Receivables","419,622.00","419,616.00","340,758.00","362,536.00","520,158.00","450,375.00","437,022.00","183,327.00","117,201.00","168,285.00"
"8","Inventories","14,151.00","9,552.00","12,920.00","15,030.00","8,518.00","7,246.00","4,786.00","11,446.00","13,257.00","13,254.00"
"9","Net Property, Plant & Equipment","1,568,493.00","1,554,680.00","1,529,426.00","1,507,504.00","1,595,903.00","1,569,452.00","1,548,241.00","1,647,879.00","624,964.00","5,884,127.00"
"10","Accrued Payable","-","-","-","657,815.00","937,815.00","908,093.00","812,791.00","688,429.00","799,794.00","844,387.00"
"11","Short Term Debt","208,238.00","206,325.00","199,353.00","196,313.00","188,528.00","179,235.00","187,611.00","192,245.00","192,324.00","882,919.00"
"12","Long Term Debt","952,088.00","887,091.00","811,784.00","750,335.00","673,442.00","595,446.00","576,385.00","542,591.00","494,728.00","4,968,308.00"
"13","Net Operating Cash Flow","137,339.00","25,235.00","91,028.00","113,784.00","61,348.00","86,998.00","(71,317.00)","126,197.00","(44,012.00)","298,083.00"
"14","Capital Expenditures","(28,864.00)","(13,200.00)","(4,576.00)","(6,599.00)","(2,254.00)","(974.00)","(13,319.00)","(148,609.00)","153,737.00","(3,329.00)"
"15","Total Shares Outstanding (million)","4,148,147.00","4,148,147.00","4,148,148.00","4,148,148.00","4,148,148.00","4,148,148.00","4,148,148.00","4,148,148.00","4,148,148.55","4,148,148.00"
"16","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM"
"16","Pretax Income","97,955.00","(131,434.00)","38,005.00","(212,060.00)","(605,361.00)","(446,475.00)","260,093.00","186,804.00","(226,661.00)","(222,484.00)"
"17","Net Income","146,602.00","(96,629.00)","33,850.00","(88,267.00)","(519,443.00)","(349,616.00)","210,314.00","98,886.00","(301,482.00)","(299,646.00)"
"17","Sales/Revenue","1,289,102.00","1,862,381.00","1,967,427.00","2,308,350.00","2,936,727.00","3,062,553.00","4,006,534.00","4,562,005.00","4,571,376.00","4,474,847.00"
"18","Cash & Short-Term Investments","356,236.00","113,980.00","173,951.00","262,976.00","127,198.00","310,789.00","422,021.00","432,675.00","297,609.00","289,689.00"
"19","Cash Only","106,434.00","44,740.00","113,553.00","212,089.00","74,937.00","252,347.00","382,406.00","-","241,017.00","234,459.00"
"20","Total Accounts Receivables","73,191.00","63,079.00","81,586.00","106,742.00","155,975.00","304,132.00","419,622.00","520,158.00","117,201.00","168,285.00"
"21","Inventories","524.00","891.00","806.00","993.00","1,362.00","3,985.00","14,151.00","8,518.00","13,257.00","13,254.00"
"22","Net Property, Plant & Equipment","1,508,440.00","1,421,501.00","1,325,822.00","2,275,213.00","1,934,588.00","1,677,613.00","1,568,493.00","1,595,903.00","624,964.00","5,884,127.00"
"23","Accrued Payable","-","-","-","-","-","-","626,993.00","937,815.00","799,794.00","844,387.00"
"24","Short Term Debt","125,535.00","253,551.00","521,045.00","445,880.00","513,245.00","319,477.00","208,238.00","188,528.00","192,324.00","882,919.00"
"25","Long Term Debt","1,097,717.00","1,024,996.00","871,211.00","1,550,373.00","1,066,100.00","1,109,610.00","952,088.00","673,442.00","494,728.00","4,968,308.00"
"26","Net Operating Cash Flow","227,752.00","(137,109.00)","(37,196.00)","189,489.00","(52,558.00)","(13,246.00)","340,736.00","291,395.00","97,866.00","308,951.00"
"27","Capital Expenditures","(655,330.00)","(17,898.00)","(37,289.00)","(1,069,949.00)","(352,461.00)","(37,337.00)","(30,420.00)","(26,629.00)","(9,165.00)","(11,520.00)"
"28","Total Shares Outstanding (million)","331,581.00","331,581.00","331,582.00","2,947,379.00","2,947,379.00","4,148,147.00","4,148,147.00","4,148,148.00","4,148,148.55","4,148,148.00"
