"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","132,865.00","116,535.00","117,773.00","121,736.00","126,230.00","111,136.00","116,421.00","118,430.00","116,870.00","103,643.00"
"3","Pretax Income","49,301.00","33,334.00","774.00","30,871.00","47,461.00","(3,331.00)","9,896.00","24,564.00","8,630.00","23,392.00"
"4","Net Income","31,653.00","16,944.00","1,559.00","16,306.00","47,113.00","(3,278.00)","8,027.00","6,607.00","903.00","12,086.00"
"5","Cash Only","616,577.00","599,904.00","663,424.00","630,885.00","679,404.00","671,153.00","711,512.00","692,629.00","725,644.00","651,485.00"
"6","Net Property, Plant & Equipment","78,353.00","77,724.00","76,434.00","76,389.00","75,296.00","74,368.00","73,134.00","72,643.00","71,375.00","80,547.00"
"7","Long Term Debt","-","-","9,000.00","31,000.00","16,000.00","16,000.00","-","-","-","7,771.00"
"8","Net Operating Cash Flow","45,449.00","26,723.00","(34,214.00)","(46,245.00)","11,286.00","(3,046.00)","39,591.00","(23,680.00)","6,863.00","8,331.00"
"9","Capital Expenditures","(1,401.00)","(876.00)","(321.00)","(1,966.00)","(2,583.00)","(929.00)","(1,941.00)","(4,987.00)","(3,122.00)","(1,294.00)"
"10","Total Shares Outstanding (million)","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00"
"11","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM"
"12","Sales/Revenue","257,986.00","277,875.00","325,602.00","253,043.00","377,330.00","388,771.00","475,560.00","501,770.00","475,620.00","455,364.00"
"13","Pretax Income","64,556.00","63,787.00","84,451.00","57,590.00","277,486.00","106,183.00","107,212.00","112,440.00","39,759.00","66,482.00"
"14","Net Income","55,780.00","49,703.00","70,643.00","48,249.00","245,420.00","64,566.00","55,174.00","81,922.00","12,259.00","27,623.00"
"16","Cash Only","163,219.00","181,874.00","379,425.00","12,339.00","18,567.00","75,567.00","27,595.00","31,844.00","25,315.00","651,485.00"
"17","Net Property, Plant & Equipment","101,716.00","97,064.00","93,398.00","87,324.00","84,266.00","81,570.00","78,353.00","75,296.00","71,375.00","80,547.00"
"18","Long Term Debt","55,000.00","69,255.00","93,371.00","63,721.00","26,848.00","4,997.00","-","16,000.00","-","7,771.00"
"19","Net Operating Cash Flow","8,517.00","20,414.00","143,355.00","217,977.00","(63,718.00)","31,051.00","47,012.00","(42,450.00)","19,728.00","31,105.00"
"20","Capital Expenditures","(11,464.00)","(5,486.00)","(70,453.00)","(3,290.00)","(4,068.00)","(4,988.00)","(4,081.00)","(5,746.00)","(10,979.00)","(11,344.00)"
"21","Total Shares Outstanding (million)","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00","715,000.00"
