"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","213,813.03","226,987.54","210,980.80","222,184.23","246,173.22","232,354.57","217,532.18","186,328.22","172,382.94","182,235.24"
"3","Pretax Income","24,320.16","31,706.37","28,345.12","28,174.02","57,052.33","12,167.32","10,348.66","11,537.33","18,299.02","22,251.06"
"4","Net Income","20,304.16","24,239.78","20,973.12","23,889.32","50,893.24","5,336.36","5,546.91","5,952.70","13,020.73","15,830.63"
"5","Cash & Short-Term Investments","60,813.27","94,794.67","88,808.94","88,828.21","66,557.57","70,234.25","72,001.77","92,333.82","76,048.78","94,685.98"
"6","Cash Only","23,015.72","13,983.23","14,772.15","-","-","-","-","-","-","-"
"7","Total Accounts Receivables","66,323.30","59,697.07","65,206.56","73,306.27","85,311.80","99,437.09","85,815.52","45,639.01","54,958.12","48,909.43"
"8","Inventories","84,119.88","87,509.04","92,375.32","77,050.20","79,062.50","81,005.47","70,975.47","70,237.86","49,928.54","44,946.31"
"9","Net Property, Plant & Equipment","56,844.00","50,745.58","60,059.56","76,845.32","140,582.53","138,764.01","128,510.87","116,285.63","104,992.09","83,568.11"
"10","Accrued Payable","-","-","-","103,412.95","101,393.26","70,407.95","68,662.13","40,512.92","38,890.03","31,607.45"
"11","Short Term Debt","11,897.12","13,052.53","21,693.73","27,128.03","25,453.08","20,046.04","19,092.45","13,334.78","12,329.74","30,099.98"
"12","Long Term Debt","69,004.62","119,489.20","123,752.79","118,745.46","78,536.00","64,432.21","56,206.39","46,658.68","38,485.13","28,725.00"
"13","Net Operating Cash Flow","9,651.15","74,157.81","9,758.60","20,957.38","12,842.77","46,899.85","21,246.82","40,607.37","(1,070.29)","38,481.57"
"14","Capital Expenditures","(3,491.62)","(2,604.23)","(5,921.52)","(8,480.75)","(7,351.46)","(15,442.84)","(4,568.18)","(2,467.31)","(1,789.50)","(3,308.53)"
"15","Total Shares Outstanding (million)","92,700.00","92,699.60","92,699.60","92,699.60","92,699.60","92,699.60","92,699.60","92,699.60","92,699.60","92,699.60"
