"1","Financial Year","31-07-2019       4","31-10-2019       1","31-01-2020       2","30-04-2020       3","31-07-2020       4","31-10-2020       1","31-01-2021       2","30-04-2021       3","31-07-2021       4","31-10-2021       1"
"2","Sales/Revenue","938,765.00","877,365.00","914,378.00","772,229.00","954,629.00","802,259.00","906,545.00","976,798.00","970,364.00","928,172.00"
"3","Pretax Income","176,573.00","115,844.00","139,490.00","104,740.00","184,188.00","128,030.00","149,522.00","148,900.00","174,509.00","130,419.00"
"4","Net Income","133,402.00","80,962.00","97,474.00","69,626.00","142,052.00","92,533.00","112,166.00","109,880.00","142,654.00","102,874.00"
"5","Cash & Short-Term Investments","257,644.00","240,537.00","177,553.00","292,844.00","413,244.00","247,994.00","123,689.00","113,489.00","243,308.00","166,744.00"
"6","Cash Only","-","240,537.00","177,553.00","292,844.00","413,244.00","247,994.00","123,689.00","113,489.00","-","-"
"7","Total Accounts Receivables","599,864.00","764,353.00","746,887.00","699,523.00","716,039.00","730,781.00","767,252.00","852,927.00","898,054.00","943,170.00"
"8","Inventories","705,927.00","624,645.00","665,400.00","665,466.00","694,433.00","623,468.00","640,332.00","716,241.00","798,491.00","697,433.00"
"9","Net Property, Plant & Equipment","1,247,750.00","1,298,064.00","1,293,811.00","1,294,962.00","1,330,056.00","1,374,093.00","1,383,025.00","1,370,928.00","1,387,794.00","1,385,304.00"
"10","Accrued Payable","-","563,266.00","564,761.00","534,141.00","624,467.00","528,881.00","597,163.00","643,011.00","708,209.00","670,890.00"
"11","Short Term Debt","703,968.00","731,647.00","655,769.00","699,921.00","687,856.00","557,993.00","664,728.00","673,842.00","823,464.00","914,534.00"
"12","Long Term Debt","269,846.00","222,206.00","368,030.00","364,668.00","362,628.00","359,634.00","356,653.00","354,910.00","304,313.00","304,228.00"
"13","Net Operating Cash Flow","225,942.00","159,770.00","189,035.00","136,827.00","229,705.00","123,397.00","214,280.00","150,851.00","211,044.00","160,512.00"
"14","Capital Expenditures","(22,214.00)","(46,777.00)","(35,424.00)","(23,021.00)","(29,177.00)","(16,342.00)","(49,551.00)","(22,943.00)","(35,807.00)","(43,272.00)"
"15","Total Shares Outstanding (million)","515,260.90","515,260.90","515,876.77","515,876.77","515,876.77","516,864.77","1,550,594.32","1,550,594.34","1,550,656.03","1,550,656.03"
