"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","47,376.00","63,998.00","72,203.00","45,917.00","36,727.00","44,227.00","40,139.00","33,997.00","57,154.00","88,419.00"
"3","Pretax Income","29,780.00","31,165.00","34,733.00","22,127.00","14,438.00","18,415.00","11,307.00","9,480.00","23,326.00","27,119.00"
"4","Net Income","26,087.00","25,427.00","28,836.00","18,418.00","10,505.00","14,041.00","8,195.00","6,011.00","17,213.00","21,476.00"
"5","Cash & Short-Term Investments","39,539.00","54,483.00","113,950.00","137,350.00","85,546.52","131,312.30","114,581.00","130,422.00","155,096.00","198,761.00"
"6","Cash Only","-","29,005.00","29,054.00","23,888.00","31,194.00","69,413.00","-","-","-","-"
"7","Total Accounts Receivables","191,013.00","191,447.00","131,013.00","125,761.00","157,269.00","255,295.00","155,150.00","123,870.00","132,418.00","136,066.00"
"8","Inventories","11,578.00","5,789.00","341.00","-","-","-","-","-","30,500.00","-"
"9","Net Property, Plant & Equipment","40,012.00","17,257.00","15,901.00","15,625.00","14,575.00","13,764.00","13,266.00","13,573.00","12,860.00","12,587.00"
"10","Accrued Payable","-","-","-","-","-","-","45,680.00","26,641.00","40,036.00","42,516.00"
"11","Short Term Debt","7,922.00","10,557.00","5,063.00","4,979.00","4,996.00","5,006.00","5,002.00","5,226.00","5,249.00","5,370.00"
"12","Long Term Debt","-","-","-","-","-","-","-","651.00","477.00","197.00"
"13","Net Operating Cash Flow","(30,948.00)","10,334.00","75,742.00","53,606.00","(41,900.00)","58,841.00","(16,639.00)","20,132.00","24,694.00","47,780.00"
"14","Capital Expenditures","(1,200.00)","(1,525.00)","(543.00)","(1,050.00)","(92.00)","(170.00)","(252.00)","(67.00)","(25.00)","(282.00)"
"15","Total Shares Outstanding (million)","202,652.00","202,649.00","202,647.00","202,645.00","202,643.00","202,640.21","202,640.21","202,640.00","202,639.88","202,640.21"
