"1","Financial Year","31-12-2016       2","31-03-2017       3","30-06-2017       4","30-09-2017       1","31-12-2017       2","31-03-2018       3","30-06-2018       4","30-09-2018       1","31-12-2018       2","31-03-2019       3"
"2","Sales/Revenue","2,795.00","2,691.00","2,217.70","2,745.00","3,673.00","2,947.00","2,479.00","2,209.00","2,549.00","2,695.00"
"3","Pretax Income","206.00","199.00","1,191.34","1,897.00","1,794.00","1,352.00","835.00","919.00","985.00","845.00"
"4","Net Income","65.00","41.00","463.45","1,427.00","1,087.00","997.00","578.00","582.00","598.00","586.00"
"5","Cash & Short-Term Investments","15,910.00","33,651.00","32,853.68","34,132.00","36,717.00","37,822.00","38,675.10","39,675.00","40,386.00","37,995.00"
"6","Cash Only","15,910.00","33,651.00","-","-","-","-","-","-","-","-"
"7","Total Accounts Receivables","997.00","885.00","1,721.17","1,995.00","1,693.00","1,444.00","991.51","687.00","1,061.00","950.00"
"8","Inventories","992.00","876.00","461.80","706.00","602.00","489.00","75.24","117.00","60.00","42.00"
"9","Net Property, Plant & Equipment","139,333.00","138,673.00","138,872.79","138,814.00","138,401.00","137,933.00","137,521.35","136,982.00","136,453.00","135,929.00"
"10","Accrued Payable","860.00","1,364.00","941.23","927.00","1,020.00","767.00","979.21","1,001.00","903.00","978.00"
"11","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"12","Net Operating Cash Flow","288.00","545.00","(52.17)","1,538.00","2,474.00","744.00","1,008.21","920.00","161.00","1,030.00"
"13","Capital Expenditures","-","-","(810.47)","(524.00)","(153.00)","(81.00)","(131.23)","(29.00)","(31.00)","(21.00)"
"14","Total Shares Outstanding (million)","1,680,000.00","1,810,000.00","1,810,000.26","1,810,000.26","1,810,000.26","1,810,000.26","1,810,000.26","1,810,000.26","1,810,000.26","1,810,000.26"
"15","Financial Year","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","31-03-2019       TTM","","",""
"16","Cash & Short-Term Investments","24,788.22","14,548.77","14,432.81","14,357.40","32,853.68","38,675.10","37,995.00","","",""
"16","Sales/Revenue","8,719.75","9,401.99","7,410.73","7,168.90","9,671.70","12,640.82","9,932.00","","",""
"17","Cash Only","24,788.22","14,548.77","14,432.81","-","-","-","-","","",""
"17","Pretax Income","2,593.00","2,879.95","2,337.70","2,205.92","2,582.34","5,878.85","3,584.00","","",""
"18","Net Income","1,899.65","2,044.32","1,804.01","1,594.08","1,257.45","4,089.79","2,344.00","","",""
"18","Total Accounts Receivables","966.13","748.44","653.39","1,345.21","1,721.17","991.51","950.00","","",""
"19","Inventories","1,017.75","780.91","675.12","724.16","461.80","75.24","42.00","","",""
"20","Net Property, Plant & Equipment","144,234.38","143,675.78","142,037.50","140,306.96","138,872.79","137,521.35","135,929.00","","",""
"21","Accrued Payable","1,904.30","860.57","805.24","490.03","941.23","979.21","978.00","","",""
"22","Long Term Debt","-","-","-","-","-","-","-","","",""
"23","Net Operating Cash Flow","2,731.10","2,213.75","2,971.03","2,169.63","1,994.83","5,764.21","3,119.21","","",""
"24","Capital Expenditures","(1,628.59)","(1,018.11)","(506.59)","(333.70)","(919.47)","(889.23)","(212.23)","","",""
"25","Total Shares Outstanding (million)","1,680,000.00","1,680,000.00","1,680,000.00","1,680,000.26","1,810,000.26","1,810,000.26","1,810,000.26","1,680,000.26","420,945.39",""
