"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","120,226.00","130,578.00","147,451.00","153,491.00","154,592.00","161,946.00","165,121.00","179,272.00","191,025.00","159,612.00"
"3","Pretax Income","9,170.00","9,477.00","8,360.00","4,104.00","4,593.00","643.00","1,911.00","10,887.00","15,205.00","15,622.00"
"4","Net Income","6,974.00","6,035.00","4,771.00","1,167.00","1,331.00","(1,198.00)","(458.00)","7,099.00","9,888.00","10,637.00"
"5","Cash & Short-Term Investments","13,980.00","16,100.00","14,123.00","11,670.00","11,799.00","12,485.00","9,900.00","9,422.00","13,666.00","17,902.00"
"6","Cash Only","-","-","-","-","-","-","-","-","-","8,733.00"
"7","Total Accounts Receivables","7,904.00","8,582.00","11,831.00","21,667.00","24,959.00","24,705.00","24,592.00","24,089.00","28,231.00","15,453.00"
"8","Inventories","34,064.00","32,152.00","33,606.00","37,367.00","46,140.00","46,412.00","45,098.00","46,033.00","49,787.00","44,945.00"
"9","Net Property, Plant & Equipment","24,287.00","30,534.00","35,605.00","37,848.00","39,559.00","48,470.00","48,530.00","46,770.00","112,337.00","92,503.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","12,480.00","16,936.00","21,582.00","20,862.00","26,449.00","30,664.00","29,207.00","26,571.00","54,082.00","46,414.00"
"12","Long Term Debt","2,733.00","4,381.00","5,085.00","6,283.00","6,087.00","14,003.00","14,124.00","12,411.00","57,191.00","43,043.00"
"13","Net Operating Cash Flow","9,865.00","10,250.00","8,382.00","11,804.00","6,514.00","9,495.00","10,466.00","15,032.00","50,347.00","53,463.00"
"14","Capital Expenditures","(6,641.00)","(6,660.00)","(6,730.00)","(4,298.00)","(5,154.00)","(3,776.00)","(3,298.00)","(2,988.00)","(4,166.00)","(3,004.00)"
"15","Total Shares Outstanding (million)","165,000.00","165,000.00","165,000.00","165,000.00","165,000.00","165,000.00","220,000.00","220,000.00","219,999.73","329,997.95"
