"1","Financial Year","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2","31-12-2021       3"
"2","Sales/Revenue","1,985.00","2,187.00","2,066.71","2,175.00","2,703.00","3,044.00","3,903.15","2,267.00","2,406.00","3,339.00"
"3","Pretax Income","384.00","272.00","(318.19)","(67.00)","(2,420.00)","423.00","851.29","13.00","515.00","787.00"
"4","Net Income","388.00","228.00","(359.72)","(63.00)","(2,423.00)","333.00","(40.81)","(11.00)","460.00","698.00"
"5","Cash & Short-Term Investments","23,778.00","24,865.00","24,220.00","23,264.00","23,468.00","23,507.00","22,650.00","22,214.00","22,771.00","23,988.00"
"6","Total Accounts Receivables","4,903.00","3,950.00","5,091.00","5,166.00","2,627.00","2,298.00","3,358.00","2,190.00","2,384.00","2,699.00"
"7","Inventories","1,420.00","1,359.00","1,213.00","1,942.00","2,011.00","2,005.00","2,274.00","3,020.00","3,049.00","2,492.00"
"8","Net Property, Plant & Equipment","11,215.00","11,000.00","10,856.00","10,640.00","9,453.00","9,555.00","11,542.00","11,460.00","11,185.00","10,930.00"
"9","Accrued Payable","1,231.00","1,125.00","1,345.00","1,183.00","1,700.00","1,372.00","1,803.00","995.00","1,084.00","1,285.00"
"10","Short Term Debt","322.00","322.00","347.00","347.00","347.00","347.00","335.00","338.00","319.00","307.00"
"11","Long Term Debt","2,477.00","2,395.00","2,285.00","2,206.00","2,116.00","2,024.00","1,942.00","1,846.00","1,771.00","1,695.00"
"12","Net Operating Cash Flow","201.00","1,062.00","(632.00)","(981.00)","637.00","355.00","137.00","(214.00)","576.00","1,248.00"
"13","Capital Expenditures","(434.00)","(36.00)","(21.00)","(25.00)","(438.00)","(340.00)","(911.00)","(205.00)","(1.00)","(18.00)"
"14","Total Shares Outstanding (million)","44,753.40","44,753.40","44,753.40","44,753.40","44,753.40","44,753.40","44,753.40","44,753.40","223,767.00","223,767.00"
