"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","31,284.31","30,971.00","33,126.00","37,189.00","36,202.07","41,941.00","29,318.00","33,346.00","30,634.10","29,389.00"
"3","Pretax Income","(983.67)","4,221.00","4,313.00","4,393.00","4,135.21","4,135.00","2,619.00","3,540.00","3,315.66","2,801.00"
"4","Net Income","(1,840.18)","3,384.00","3,443.00","3,508.00","3,570.38","3,265.00","2,206.00","2,308.00","2,286.50","2,258.00"
"5","Cash & Short-Term Investments","45,073.21","40,693.00","40,723.00","35,669.00","33,973.15","39,836.00","34,042.00","29,576.00","24,435.29","15,645.00"
"6","Cash Only","45,073.21","40,693.00","40,723.00","35,669.00","33,973.15","39,836.00","34,042.00","29,576.00","24,435.29","15,645.00"
"7","Total Accounts Receivables","28,265.52","28,177.00","32,425.00","33,260.00","34,661.64","38,855.00","33,034.00","23,913.00","30,774.96","23,590.00"
"8","Inventories","23,758.27","25,449.00","23,518.00","23,768.00","28,299.47","18,700.00","26,804.00","27,296.00","28,142.57","30,538.00"
"9","Net Property, Plant & Equipment","23,108.72","22,829.00","22,665.00","28,116.00","34,028.76","35,752.00","39,332.00","42,924.00","47,613.40","57,241.00"
"10","Accrued Payable","17,930.59","14,261.00","13,600.00","16,605.00","19,309.00","17,252.00","15,497.00","8,516.00","10,762.28","6,912.00"
"11","Short Term Debt","1,550.17","2,423.00","1,687.00","1,622.00","883.82","884.00","884.00","861.00","2,054.44","2,072.00"
"12","Long Term Debt","3,693.45","3,293.00","4,026.00","2,402.00","7,232.46","11,982.00","11,551.00","11,225.00","12,500.82","11,935.00"
"13","Net Operating Cash Flow","(3,694.86)","(1,603.00)","256.00","5,568.00","310.45","7,299.00","(1,797.00)","4,052.00","(2,626.14)","3,590.00"
"14","Capital Expenditures","(204.82)","(60.00)","(189.00)","(5,807.00)","(1,988.62)","(1,966.00)","(3,839.00)","(3,862.00)","(2,167.86)","(9,864.00)"
"15","Total Shares Outstanding (million)","166,000.00","166,000.00","166,000.00","166,000.00","182,600.18","182,600.18","182,600.18","182,600.18","182,600.18","182,600.00"
"16","Financial Year","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM","","",""
"16","Pretax Income","15,302.46","21,132.60","16,958.62","13,220.33","17,062.21","13,609.66","12,275.66","","",""
"17","Net Income","12,592.39","17,578.56","13,025.74","9,165.83","13,905.38","10,065.50","9,058.50","","",""
"17","Sales/Revenue","83,715.43","91,528.84","106,735.84","119,195.31","137,488.07","135,239.10","122,687.10","","",""
"18","Cash & Short-Term Investments","5,240.31","9,746.96","15,020.11","45,073.21","33,973.15","24,435.29","15,645.00","","",""
"19","Cash Only","5,240.31","9,746.96","15,020.11","45,073.21","33,973.15","24,435.29","15,645.00","","",""
"20","Total Accounts Receivables","22,671.31","22,143.61","27,826.73","28,265.52","34,661.64","30,774.96","23,590.00","","",""
"21","Inventories","16,742.87","15,573.78","19,770.71","23,758.27","28,299.47","28,142.57","30,538.00","","",""
"22","Net Property, Plant & Equipment","19,129.30","19,219.44","23,636.70","23,108.72","34,028.76","47,613.40","57,241.00","","",""
"23","Accrued Payable","13,146.57","14,530.35","17,612.35","17,930.59","19,309.00","10,762.28","6,912.00","","",""
"24","Short Term Debt","1,541.86","1,139.95","2,754.29","1,550.17","883.82","2,054.44","2,072.00","","",""
"25","Long Term Debt","3,393.00","2,530.23","5,259.29","3,693.45","7,232.46","12,500.82","11,935.00","","",""
"26","Net Operating Cash Flow","8,518.28","19,247.04","8,364.69","6,943.14","4,531.45","6,927.86","3,218.86","","",""
"27","Capital Expenditures","(1,035.27)","(702.13)","(5,572.79)","(316.82)","(8,044.62)","(11,834.86)","(19,732.86)","","",""
"28","Total Shares Outstanding (million)","123,878.00","123,878.00","123,878.00","182,600.18","182,600.18","182,600.18","182,600.00","182,600.18","299,792.23",""
