"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","27,217.18","27,547.00","28,650.00","29,341.00","29,703.56","22,053.00","34,989.00","30,001.00","27,678.50","23,672.00"
"3","Pretax Income","(123.18)","562.00","1,364.00","2,238.00","(1,920.02)","(1,034.00)","542.00","9.00","(3,393.60)","(105.00)"
"4","Net Income","(554.85)","491.00","1,030.00","1,258.00","(2,412.59)","(1,128.00)","692.00","343.00","(3,408.31)","224.00"
"5","Cash & Short-Term Investments","11,397.05","7,800.00","13,006.00","9,906.00","9,451.31","7,519.00","7,096.00","7,674.00","10,180.16","5,829.00"
"6","Total Accounts Receivables","29,669.44","32,190.00","31,228.00","32,457.00","37,941.02","33,482.00","36,446.00","37,521.00","33,135.13","36,627.00"
"7","Inventories","7,415.12","8,506.00","9,244.00","11,652.00","11,077.70","16,902.00","14,911.00","13,946.00","13,127.34","14,285.00"
"8","Net Property, Plant & Equipment","105,373.14","109,861.00","107,842.00","107,778.00","105,259.47","103,000.00","99,883.00","99,994.00","92,863.78","91,810.00"
"9","Short Term Debt","30,193.25","30,568.00","36,133.00","33,174.00","36,399.52","34,794.00","35,773.00","33,704.00","28,999.60","29,169.00"
"10","Long Term Debt","25,516.19","24,656.00","24,047.00","23,065.00","21,656.21","19,870.00","19,562.00","19,112.00","17,743.85","19,251.00"
"11","Net Operating Cash Flow","7,613.01","4,548.00","2,141.00","3,714.00","(1,058.91)","2,739.00","(727.00)","6,600.00","3,059.31","(3,970.00)"
"12","Capital Expenditures","(6,983.84)","(6,080.00)","(1,135.00)","(1,924.00)","221.65","(580.00)","6.00","(2,821.00)","1,384.79","(1,259.00)"
"13","Total Shares Outstanding (million)","308,700.00","308,700.00","308,700.00","308,700.05","308,700.05","308,700.05","308,700.05","308,700.05","339,570.05","339,570.05"
"14","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM","",""
"15","Sales/Revenue","62,965.00","73,740.06","91,660.20","91,016.36","84,575.18","115,241.56","114,721.50","116,340.50","",""
"16","Net Income","12,163.00","9,739.87","10,279.18","8,800.20","45.15","366.41","(3,501.31)","(2,149.31)","",""
"16","Pretax Income","13,628.00","11,381.82","12,939.54","11,346.43","700.82","2,243.98","(3,876.60)","(2,947.60)","",""
"17","Cash & Short-Term Investments","2,359.00","3,413.00","15,455.14","10,469.15","11,397.05","9,451.31","10,180.16","5,829.00","",""
"18","Cash Only","2,359.00","3,413.00","15,455.14","-","-","-","-","-","",""
"19","Total Accounts Receivables","14,882.00","18,276.00","20,106.94","32,532.96","29,669.44","37,941.02","33,135.13","36,627.00","",""
"20","Inventories","2,679.00","4,218.00","5,889.61","7,617.06","7,415.12","11,077.70","13,127.34","14,285.00","",""
"21","Net Property, Plant & Equipment","50,412.00","59,247.00","62,291.54","81,431.33","105,373.14","105,259.47","92,863.78","91,810.00","",""
"22","Short Term Debt","9,732.00","13,841.00","9,434.61","18,945.14","30,193.25","36,399.52","28,999.60","29,169.00","",""
"23","Long Term Debt","22,607.00","22,960.00","15,493.71","13,942.50","25,516.19","21,656.21","17,743.85","19,251.00","",""
"24","Net Operating Cash Flow","7,097.00","13,559.57","17,418.21","15,609.62","17,994.01","9,344.09","11,671.31","4,962.31","",""
"25","Capital Expenditures","(6,110.00)","(6,926.00)","(8,090.99)","(26,034.51)","(28,091.84)","(8,917.35)","(2,010.21)","(2,689.21)","",""
"26","Total Shares Outstanding (million)","238,948.00","238,948.00","308,698.00","308,700.00","308,700.05","308,700.05","339,570.05","339,570.05","308,700.05","294,127.07"
