"1","Financial Year","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2"
"2","Sales/Revenue","2,598.00","2,675.00","3,441.00","4,056.00","5,008.00","1,533.00","2,985.00","2,760.00","4,467.00","1,036.00"
"3","Pretax Income","(56.00)","(1,442.00)","(961.00)","(2,561.00)","(2,131.00)","(4,145.00)","(7,554.00)","(8,781.00)","(2,262.00)","(5,411.00)"
"4","Net Income","273.00","(1,175.00)","33,845.00","(2,609.00)","(2,158.00)","(4,171.00)","(7,579.00)","(7,716.00)","(2,286.00)","(5,434.00)"
"5","Cash & Short-Term Investments","8,390.00","8,320.00","2,428.00","55,988.00","31,159.00","22,022.00","17,259.00","16,589.00","15,322.00","15,421.00"
"6","Total Accounts Receivables","3,271.00","1,640.00","14,915.00","25,939.00","70,794.00","9,275.00","4,873.00","2,387.00","2,296.00","2,341.00"
"7","Inventories","74.00","119.00","66.00","13.00","40.00","142.00","145.00","200.00","195.00","187.00"
"8","Net Property, Plant & Equipment","22,976.00","32,503.00","32,522.00","33,134.00","33,870.00","119,901.00","123,155.00","118,813.00","117,876.00","116,914.00"
"9","Accrued Payable","1,579.00","1,397.00","1,142.00","5,875.00","7,245.00","4,228.00","4,897.00","4,442.00","3,555.00","3,560.00"
"10","Short Term Debt","-","-","-","-","-","-","-","21,453.00","21,287.00","21,275.00"
"11","Long Term Debt","9,941.00","18,941.00","18,941.00","19,484.00","19,409.00","40,538.00","40,883.00","18,411.00","18,411.00","18,411.00"
"12","Net Operating Cash Flow","6,586.00","53,695.00","(16,245.00)","(6,611.00)","(44,584.00)","56,625.00","(1,154.00)","(22,625.00)","(1,245.00)","(3,463.00)"
"13","Capital Expenditures","(115.00)","(9,594.00)","8.00","395.00","(833.00)","(85,552.00)","(3,950.00)","23,018.00","-","-"
"14","Total Shares Outstanding (million)","479,925.82","479,925.82","479,925.82","479,926.00","479,926.00","479,926.00","479,926.00","479,926.00","479,926.00","479,926.00"
