"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","106,113.00","121,317.00","107,824.00","83,938.00","121,420.00","129,695.00","102,775.00","111,014.00","132,148.00","165,097.00"
"3","Pretax Income","(43,711.00)","11,181.00","(3,494.00)","(18,413.00)","27,716.00","3,781.00","(3,332.00)","(1,391.00)","18,989.00","67,154.00"
"4","Net Income","(41,400.00)","(35,053.00)","(8,280.00)","(19,090.00)","21,752.00","(7,788.00)","(4,221.00)","(2,743.00)","13,304.00","(37,190.00)"
"5","Cash & Short-Term Investments","88,729.00","89,045.00","103,997.00","137,857.00","181,783.00","232,899.00","206,900.00","196,254.00","173,429.00","194,201.00"
"6","Cash Only","88,729.00","89,045.00","103,997.00","137,857.00","181,783.00","232,899.00","206,900.00","196,254.00","173,429.00","194,201.00"
"7","Total Accounts Receivables","95,039.00","62,037.00","71,592.00","64,830.00","71,262.00","88,651.00","71,267.00","66,458.00","82,772.00","74,142.00"
"8","Inventories","24,410.00","21,503.00","24,261.00","27,872.00","29,325.00","21,787.00","19,895.00","21,294.00","23,886.00","24,057.00"
"9","Net Property, Plant & Equipment","1,594,430.00","1,178,592.00","1,235,184.00","1,222,750.00","1,321,115.00","1,304,006.00","1,300,975.00","1,294,399.00","1,291,502.00","1,279,888.00"
"10","Accrued Payable","148,362.00","179,430.00","185,004.00","184,179.00","198,389.00","277,262.00","246,865.00","228,419.00","257,451.00","216,248.00"
"11","Short Term Debt","54,554.00","73,378.00","76,913.00","87,472.00","76,528.00","72,990.00","68,539.00","66,722.00","71,773.00","56,102.00"
"12","Long Term Debt","623,377.00","444,428.00","443,255.00","443,997.00","498,392.00","487,624.00","479,518.00","474,748.00","474,021.00","496,750.00"
"13","Net Operating Cash Flow","26,946.00","40,398.00","13,332.00","(5,822.00)","14,412.00","(35,722.00)","613.00","16,992.00","(16,144.00)","37,908.00"
"14","Capital Expenditures","(9,131.00)","(21,091.00)","(11,399.00)","(11,003.00)","(21,859.00)","(11,825.00)","(9,966.00)","(13,531.00)","(16,496.00)","(15,290.00)"
"15","Total Shares Outstanding (million)","1,682,641.00","1,682,641.00","1,682,641.00","1,682,641.00","1,722,881.00","1,722,881.00","1,722,881.00","1,722,881.00","1,722,881.00","1,722,881.00"
