"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","13,052.00","11,551.44","13,441.00","16,139.00","17,178.00","15,624.92","18,896.00","24,929.00","23,761.00","25,582.51"
"3","Pretax Income","(2,728.00)","(1,926.51)","(497.00)","4,337.00","2,176.00","(3,927.85)","8,287.00","9,182.00","10,455.00","8,634.53"
"4","Net Income","(1,447.00)","(717.08)","(997.00)","3,273.00","1,401.00","(2,417.79)","5,183.00","6,127.00","7,353.00","5,992.27"
"5","Cash & Short-Term Investments","139,371.00","138,410.48","139,524.00","141,377.00","140,900.00","128,457.61","142,599.00","152,073.00","133,014.00","130,312.93"
"6","Cash Only","139,371.00","138,410.48","139,524.00","141,377.00","140,900.00","128,457.61","142,599.00","152,073.00","133,014.00","130,312.93"
"7","Total Accounts Receivables","10,715.00","6,579.00","11,048.00","9,497.00","10,008.00","8,811.28","9,041.00","7,746.00","9,599.00","11,612.29"
"8","Inventories","2,509.00","2,072.34","3,393.00","3,156.00","2,194.00","1,636.84","2,248.00","2,109.00","1,993.00","3,417.32"
"9","Net Property, Plant & Equipment","483,168.00","483,588.66","484,030.00","484,957.00","485,408.00","483,112.97","482,227.00","481,636.00","481,172.00","481,642.31"
"10","Accrued Payable","6,688.00","8,534.88","8,721.00","6,960.00","7,942.00","9,148.22","6,808.00","13,461.00","8,221.00","9,792.87"
"11","Short Term Debt","-","-","-","-","-","-","-","-","-","-"
"12","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"13","Net Operating Cash Flow","(1,523.00)","3,083.00","(2,284.00)","3,055.00","5,653.00","4,562.00","3,038.00","13,343.00","7,063.00","5,234.00"
"14","Capital Expenditures","(1,228.00)","(2,533.00)","(2,452.00)","(2,934.00)","(2,431.00)","(1,822.00)","(1,177.00)","(1,474.00)","(1,646.00)","(2,584.00)"
"15","Total Shares Outstanding (million)","70,201.96","70,201.96","70,201.96","70,201.96","70,201.96","70,201.96","70,201.96","70,201.96","70,201.96","70,201.96"
