"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","716,849.00","715,683.00","819,921.00","645,763.00","624,804.00","634,583.00","793,499.00","1,177,123.00","2,132,675.00","711,718.00"
"3","Pretax Income","3,885.00","(238,474.00)","30,880.00","14,326.00","4,093.00","(13,506.00)","31,524.00","22,244.00","98,219.00","125,088.00"
"4","Net Income","481.00","(178,598.00)","22,399.00","9,979.00","1,442.00","(6,331.00)","23,136.00","13,704.00","49,835.00","85,475.00"
"5","Cash & Short-Term Investments","39,423.00","29,587.00","34,230.00","32,718.00","36,540.00","40,696.00","62,781.00","65,501.00","53,776.00","52,359.00"
"6","Cash Only","39,423.00","29,587.00","34,230.00","32,718.00","36,540.00","40,696.00","62,781.00","65,501.00","53,776.00","52,359.00"
"7","Total Accounts Receivables","482,394.00","286,215.00","508,031.00","487,584.00","459,993.00","298,835.00","554,756.00","832,949.00","531,020.00","304,466.00"
"8","Inventories","562,436.00","617,909.00","511,961.00","640,745.00","629,370.00","586,713.00","630,411.00","984,078.00","1,135,896.00","1,264,369.00"
"9","Net Property, Plant & Equipment","417,694.00","410,110.00","403,265.00","402,199.00","395,063.00","398,471.00","399,704.00","407,077.00","399,810.00","395,590.00"
"10","Accrued Payable","-","626,510.00","650,174.00","716,215.00","625,045.00","515,088.00","697,472.00","986,746.00","1,072,010.00","858,408.00"
"11","Short Term Debt","718,909.00","564,616.00","642,128.00","678,311.00","730,913.00","670,823.00","791,215.00","1,009,481.00","517,938.00","571,249.00"
"12","Long Term Debt","5,281.00","2,441.00","3,355.00","3,176.00","2,380.00","927.00","695.00","116,933.00","294,420.00","285,611.00"
"13","Net Operating Cash Flow","17,971.00","176,664.00","(81,956.00)","(2,297.00)","(49,895.00)","101,363.00","(86,263.00)","(327,802.00)","342,613.00","7,396.00"
"14","Capital Expenditures","(4,843.00)","(11,325.00)","(3,119.00)","(881.00)","(3,437.00)","(1,816.00)","(8,407.00)","(2,713.00)","(4,325.00)","(14,942.00)"
"15","Total Shares Outstanding (million)","260,505.03","261,229.73","261,229.73","261,705.73","261,705.73","261,705.73","261,705.73","1,309,958.66","1,309,958.66","1,309,958.66"
