"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","30-06-2021"
"2","Sales/Revenue","77,205.05","36,091.46","39,342.07","33,799.46","31,660.14","24,155.67","17,741.75","21,304.53","18,074.09","20,945.64"
"3","Pretax Income","18,893.69","3,690.81","6,665.02","6,898.13","9,170.67","(4,591.11)","(8,229.64)","(7,975.91)","(13,333.29)","(106,040.73)"
"4","Net Income","16,911.91","1,306.85","5,073.94","6,703.96","8,764.14","(4,783.85)","(7,953.80)","(7,159.10)","(12,789.73)","(99,310.77)"
"5","Cash & Short-Term Investments","7,615.85","6,497.15","4,638.33","4,259.84","3,625.01","4,436.19","4,238.76","5,938.98","7,599.33","6,424.52"
"6","Cash Only","4,634.08","3,400.34","3,748.77","3,166.26","1,706.58","2,046.53","1,184.40","2,126.16","2,971.70","2,113.81"
"7","Total Accounts Receivables","29,351.04","35,034.42","25,645.36","23,502.48","11,802.03","9,364.69","3,696.61","3,453.04","1,225.91","2,603.97"
"8","Inventories","25,762.49","29,058.29","48,415.66","58,217.23","59,459.91","64,481.74","70,985.07","75,465.53","74,640.04","28,157.60"
"9","Net Property, Plant & Equipment","16,043.29","15,520.60","136,083.84","133,215.02","118,923.43","115,819.20","111,947.80","108,964.98","104,828.52","70,798.19"
"10","Accrued Payable","-","-","-","-","-","-","18,341.97","26,417.64","-","30,894.51"
"11","Short Term Debt","5,752.36","7,246.90","4,529.59","14,370.27","26,889.37","30,649.02","31,960.54","30,525.00","33,354.91","12,237.26"
"12","Long Term Debt","4,686.61","4,548.31","2,410.68","21,933.01","25,452.11","27,461.60","26,933.90","28,800.73","26,205.07","45,815.66"
"13","Net Operating Cash Flow","44,100.50","(2,026.58)","(7,860.27)","(31,441.78)","(12,043.98)","(5,839.40)","910.48","(3,944.60)","(134.68)","149.27"
"14","Capital Expenditures","(36.63)","(96.33)","(57.19)","(643.59)","(2,754.13)","(621.22)","(257.37)","(1,272.62)","(410.41)","(132.03)"
"15","Total Shares Outstanding (million)","223,335.00","223,335.00","245,667.98","245,667.98","245,667.98","245,667.98","245,667.98","245,667.98","324,281.57","356,709.73"
