"1","Financial Year","30-09-2011","30-09-2012","30-09-2013","30-09-2014","30-09-2015","30-09-2016","30-09-2017","30-09-2018","30-09-2019","30-09-2020"
"2","Sales/Revenue","306,022.13","545,291.95","688,219.44","806,521.61","1,041,897.76","1,265,872.40","1,068,833.50","1,081,700.92","1,121,656.63","911,925.74"
"3","Pretax Income","42,880.54","98,545.76","134,453.27","162,559.99","137,314.00","304,668.81","193,592.30","126,698.48","158,372.82","116,475.69"
"4","Net Income","38,015.24","74,637.61","103,969.59","104,684.46","86,960.86","205,041.49","128,206.98","69,446.88","82,561.12","41,737.50"
"5","Cash & Short-Term Investments","35,512.40","41,001.51","55,843.12","116,290.38","125,056.03","121,366.56","141,090.61","119,309.78","138,712.56","112,760.94"
"6","Cash Only","26,005.60","26,011.34","50,558.53","78,986.84","87,689.37","105,127.12","132,260.51","106,698.37","128,387.26","105,888.50"
"7","Total Accounts Receivables","99,097.52","182,896.94","217,640.48","244,826.72","343,429.95","403,843.22","348,630.68","439,271.93","469,799.66","493,293.73"
"8","Inventories","151,195.27","183,084.73","331,254.18","384,242.38","506,723.02","479,359.75","628,254.19","740,399.03","615,871.95","536,439.01"
"9","Net Property, Plant & Equipment","771,278.53","839,827.59","380,888.59","397,764.02","458,059.15","541,282.28","495,022.07","436,253.51","447,611.60","427,135.29"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","133,204.29","192,910.97","107,165.07","226,168.78","331,514.43","384,198.99","436,740.37","467,243.65","501,117.47","502,069.31"
"12","Long Term Debt","243,297.83","307,382.98","414,772.32","520,959.00","621,929.66","981,702.88","770,995.90","623,724.18","608,184.36","602,867.48"
"13","Net Operating Cash Flow","(4,782.53)","19,501.72","107,864.45","180,984.72","174,415.14","219,904.90","57,894.87","97,081.69","250,579.54","119,502.33"
"14","Capital Expenditures","(119,232.82)","(107,647.65)","(47,834.55)","(40,311.15)","(23,191.18)","(24,597.85)","(25,164.22)","(26,318.82)","(30,508.69)","(30,044.63)"
"15","Total Shares Outstanding (million)","367,611.00","367,611.00","433,258.86","433,557.95","433,572.08","433,610.02","562,901.92","582,509.57","579,034.57","577,415.87"
