"1","Financial Year","30-11-2019       2","29-02-2020       3","31-05-2020       4","31-08-2020       1","30-11-2020       2","28-02-2021       3","31-05-2021       4","31-08-2021       1","30-11-2021       2","28-02-2022       3"
"2","Sales/Revenue","2,954.00","2,968.00","2,258.12","2,852.00","1,175.00","1,144.00","1,357.72","2,413.00","1,008.00","1,478.00"
"3","Pretax Income","864.00","(5,787.00)","520.58","1,174.00","(524.00)","(703.00)","(560.22)","602.00","(1,152.00)","(1,006.00)"
"4","Net Income","400.00","(6,323.00)","163.31","1,046.00","(692.00)","(857.00)","(691.69)","449.00","(1,284.00)","(1,114.00)"
"5","Cash & Short-Term Investments","287,618.00","264,269.00","255,923.19","248,522.00","227,359.00","210,358.00","209,708.14","210,760.00","204,356.00","165,177.00"
"6","Cash Only","21,084.00","15,928.00","951.27","5,744.00","20,952.00","3,206.00","22,164.63","22,098.00","15,036.00","15,749.00"
"7","Total Accounts Receivables","1,699.00","1,544.00","1,528.81","1,563.00","1,775.00","2,122.00","3,110.08","2,014.00","2,547.00","2,313.00"
"8","Short Term Debt","-","-","-","-","-","-","-","-","-","-"
"9","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"10","Net Operating Cash Flow","(5,891.00)","(23,349.00)","(8,346.61)","(7,401.00)","(21,163.00)","(17,001.00)","(650.05)","1,052.00","(6,404.00)","(39,179.00)"
"11","Capital Expenditures","-","-","-","-","-","-","-","-","-","-"
"12","Total Shares Outstanding (million)","140,000.00","140,000.00","140,000.00","140,000.00","140,000.00","140,000.00","140,000.00","140,000.00","140,000.00","140,000.00"
