"1","Financial Year","31-10-2016       4","31-01-2017       1","30-04-2017       2","31-07-2017       3","31-10-2017       4","31-01-2018       1","30-04-2018       2","31-07-2018       3","31-10-2018       4","31-01-2019       1"
"2","Sales/Revenue","72,916.42","76,232.00","79,259.00","81,708.00","90,399.00","90,124.00","94,181.00","97,882.00","111,171.00","123,499.00"
"3","Pretax Income","5,785.92","8,051.00","7,593.00","7,999.00","7,056.00","7,954.00","8,628.00","8,321.00","7,321.00","10,307.00"
"4","Net Income","4,305.60","6,362.00","6,201.00","6,175.00","5,286.00","6,341.00","6,829.00","7,265.00","6,063.00","8,238.00"
"5","Cash & Short-Term Investments","71,423.76","78,840.00","73,319.00","71,043.00","128,769.00","79,378.00","76,323.00","89,608.00","68,714.00","52,471.00"
"6","Cash Only","15,674.72","13,119.00","14,626.00","17,409.00","22,006.00","12,453.00","15,033.00","27,802.00","22,590.00","14,365.00"
"7","Total Accounts Receivables","26,648.00","23,601.00","33,722.00","30,453.00","43,313.00","35,365.00","41,386.00","43,271.00","47,881.00","46,301.00"
"8","Inventories","29,781.85","32,612.00","32,074.00","34,450.00","31,726.00","35,904.00","32,824.00","38,610.00","61,207.00","55,497.00"
"9","Net Property, Plant & Equipment","65,266.17","67,956.00","73,890.00","77,280.00","80,595.00","134,865.00","140,827.00","147,543.00","155,681.00","228,980.00"
"10","Accrued Payable","14,337.08","12,840.00","15,838.00","13,052.00","13,424.00","8,944.00","7,544.00","8,383.00","20,817.00","7,933.00"
"11","Short Term Debt","1,550.46","1,547.00","1,548.00","1,602.00","1,704.00","1,704.00","1,800.00","1,767.00","2,717.00","25,021.00"
"12","Long Term Debt","7,311.19","6,874.00","6,501.00","6,650.00","6,251.00","5,711.00","5,256.00","4,481.00","2,709.00","35,521.00"
"13","Net Operating Cash Flow","8,112.47","2,791.00","1,911.00","3,499.00","(2,317.00)","1,590.00","6,376.00","4,230.00","(2,656.00)","13,042.00"
"14","Capital Expenditures","(13,371.52)","(4,207.00)","(7,596.00)","(5,514.00)","(4,419.00)","(51,161.00)","(9,695.00)","(6,733.00)","(19,539.00)","(24,394.00)"
"15","Total Shares Outstanding (million)","620,140.00","620,140.00","620,140.00","620,140.00","682,154.00","682,154.00","682,154.00","682,154.00","682,154.00","682,154.00"
"16","Financial Year","31-10-2013","31-10-2014","31-10-2015","31-10-2016","31-10-2017","31-10-2018","31-01-2019       TTM","","",""
"16","Pretax Income","21,639.15","16,279.32","17,702.13","23,620.92","30,696.00","32,222.00","34,577.00","","",""
"17","Net Income","17,854.96","12,429.56","13,509.75","18,132.60","24,021.00","26,498.00","28,395.00","","",""
"17","Sales/Revenue","157,961.87","182,408.92","217,546.26","264,031.42","327,598.00","393,358.00","426,733.00","","",""
"18","Cash & Short-Term Investments","8,845.53","8,086.45","6,488.60","71,423.76","128,769.00","68,714.00","52,471.00","","",""
"19","Cash Only","8,810.87","7,759.44","6,091.60","15,674.72","22,006.00","22,590.00","14,365.00","","",""
"20","Total Accounts Receivables","9,323.29","6,273.64","10,756.63","13,395.02","20,572.00","27,108.00","46,301.00","","",""
"21","Inventories","11,102.92","15,783.53","21,754.67","29,781.85","31,726.00","44,311.00","55,497.00","","",""
"22","Net Property, Plant & Equipment","28,728.43","42,732.49","46,679.09","65,266.17","80,595.00","155,681.00","228,980.00","","",""
"23","Accrued Payable","-","-","-","-","-","-","7,933.00","","",""
"24","Short Term Debt","1,192.00","1,450.27","1,460.06","1,550.46","1,704.00","2,717.00","25,021.00","","",""
"25","Long Term Debt","8,274.31","9,668.53","8,747.23","7,311.19","6,251.00","2,709.00","35,521.00","","",""
"26","Net Operating Cash Flow","9,326.04","12,225.05","8,499.14","19,645.47","5,884.00","9,540.00","20,992.00","","",""
"27","Capital Expenditures","(8,067.45)","(8,998.30)","(7,688.28)","(23,724.52)","(21,736.00)","(87,128.00)","(60,361.00)","","",""
"28","Total Shares Outstanding (million)","21,900.05","21,900.05","458,900.00","620,140.00","682,154.00","682,154.00","682,154.00","620,140.00","290,968.90",""
