"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","7,892,900.00","8,327,500.00","8,229,400.00","8,395,900.00","8,931,600.00","9,328,700.00","9,927,600.00","10,406,900.00","4,528,800.00","4,156,700.00"
"3","Pretax Income","1,817,200.00","1,766,500.00","1,524,500.00","1,530,000.00","3,090,600.00","1,318,200.00","(4,000.00)","1,489,400.00","(2,137,500.00)","(1,147,700.00)"
"4","Net Income","1,402,500.00","1,603,000.00","1,188,700.00","1,257,900.00","2,880,100.00","1,159,700.00","(19,500.00)","1,395,300.00","(2,263,800.00)","(946,800.00)"
"5","Cash & Short-Term Investments","4,014,800.00","4,815,400.00","4,062,700.00","5,157,800.00","5,451,500.00","6,195,600.00","8,508,400.00","7,305,500.00","2,844,700.00","4,641,400.00"
"6","Cash Only","993,600.00","1,261,300.00","1,282,300.00","1,719,300.00","1,610,400.00","2,745,000.00","2,497,500.00","2,089,300.00","1,597,900.00","2,804,600.00"
"7","Total Accounts Receivables","263,400.00","384,200.00","641,500.00","947,200.00","300,200.00","438,600.00","437,100.00","446,200.00","372,500.00","561,500.00"
"8","Inventories","76,900.00","87,600.00","100,300.00","119,800.00","98,200.00","111,500.00","108,500.00","123,300.00","121,400.00","126,600.00"
"9","Net Property, Plant & Equipment","5,385,300.00","6,273,000.00","7,611,200.00","10,659,800.00","12,343,300.00","14,020,100.00","15,025,600.00","17,677,500.00","16,978,600.00","16,858,800.00"
"10","Short Term Debt","216,800.00","197,300.00","207,100.00","784,000.00","1,103,400.00","309,500.00","477,600.00","1,614,600.00","463,400.00","489,700.00"
"11","Long Term Debt","894,900.00","1,482,600.00","1,411,100.00","3,840,900.00","3,223,200.00","6,590,800.00","9,282,700.00","9,262,600.00","9,775,000.00","13,296,700.00"
"12","Net Operating Cash Flow","1,929,300.00","2,101,800.00","1,540,700.00","1,857,000.00","2,409,400.00","2,154,800.00","2,610,500.00","2,577,200.00","(481,200.00)","471,000.00"
"13","Capital Expenditures","(669,200.00)","(1,439,700.00)","(1,831,500.00)","(2,536,500.00)","(3,124,700.00)","(2,659,000.00)","(1,853,500.00)","(2,521,200.00)","(1,079,400.00)","(876,100.00)"
"14","Total Shares Outstanding (million)","5,672,437.00","5,671,437.25","5,670,437.25","5,669,437.25","5,668,437.25","5,668,437.25","5,653,667.26","5,653,648.94","5,653,235.69","5,653,193.59"
