"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","229,336.00","245,625.00","273,696.00","241,287.00","272,052.00","330,699.00","349,853.00","331,580.00","313,398.00","316,357.00"
"3","Pretax Income","8,606.00","10,538.00","13,001.00","9,310.00","9,301.00","19,808.00","13,445.00","18,150.00","20,108.00","7,480.00"
"4","Net Income","7,285.00","8,032.00","9,643.00","7,040.00","7,770.00","15,536.00","9,429.00","13,210.00","14,425.00","5,024.00"
"5","Cash & Short-Term Investments","19,111.00","10,044.00","9,940.00","9,575.00","12,967.00","19,386.00","36,183.00","43,292.00","66,452.00","58,570.00"
"6","Cash Only","18,256.00","7,478.00","5,787.00","5,835.00","8,620.00","15,432.00","29,747.00","36,640.00","59,629.00","54,095.00"
"7","Total Accounts Receivables","55,091.00","60,915.00","60,214.00","60,836.00","68,583.00","87,699.00","85,199.00","84,492.00","83,283.00","80,663.00"
"8","Inventories","23,843.00","37,860.00","32,919.00","35,840.00","37,256.00","53,396.00","47,397.00","54,193.00","52,495.00","67,779.00"
"9","Net Property, Plant & Equipment","101,837.00","101,980.00","103,805.00","97,502.00","97,119.00","100,761.00","96,848.00","111,941.00","115,556.00","104,703.00"
"10","Short Term Debt","55,260.00","51,189.00","42,197.00","35,830.00","48,343.00","66,315.00","56,403.00","65,504.00","67,097.00","70,119.00"
"11","Long Term Debt","9,106.00","7,734.00","5,251.00","858.00","368.00","2,288.00","6,628.00","7,165.00","8,828.00","5,818.00"
"12","Net Operating Cash Flow","25,943.00","7,740.00","21,110.00","18,258.00","10,767.00","2,797.00","33,904.00","27,853.00","39,010.00","6,783.00"
"13","Capital Expenditures","(10,879.00)","(8,834.00)","(11,782.00)","(7,403.00)","(17,060.00)","(12,770.00)","(8,484.00)","(21,515.00)","(13,399.00)","(9,881.00)"
"14","Total Shares Outstanding (million)","74,224.00","74,152.56","74,152.56","74,152.56","74,152.56","74,152.55","74,152.55","74,152.56","74,152.16","74,152.16"
