"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","67,149.00","58,011.00","52,272.00","39,063.00","42,658.00","41,993.00","46,617.00","53,624.00","58,677.00","48,126.00"
"3","Pretax Income","(966.00)","12,041.00","47,802.00","(12,791.00)","(5,914.00)","(49,776.00)","15,032.00","32,076.00","113,643.00","31,918.00"
"4","Net Income","(1,294.00)","11,678.00","47,653.00","(12,704.00)","(5,950.00)","(49,780.00)","15,008.00","32,055.00","113,575.00","31,895.00"
"5","Cash & Short-Term Investments","40,208.00","79,480.00","73,219.00","62,680.00","72,891.00","38,886.00","40,402.00","89,919.00","199,412.00","207,174.00"
"6","Cash Only","24,895.00","23,349.00","36,840.00","49,019.00","55,300.00","18,557.00","30,902.00","78,619.00","185,312.00","189,174.00"
"7","Total Accounts Receivables","39,576.00","29,008.00","30,214.00","24,089.00","18,723.00","23,625.00","18,697.00","21,977.00","15,391.00","9,499.00"
"8","Inventories","4,144.00","11,055.00","4,415.00","6,242.00","4,930.00","5,889.00","2,248.00","2,295.00","5,160.00","6,999.00"
"9","Net Property, Plant & Equipment","812,348.00","721,080.00","730,754.00","708,849.00","662,749.00","517,091.00","512,811.00","505,387.00","372,512.00","394,294.00"
"10","Accrued Payable","28,534.00","33,141.00","28,595.00","32,006.00","39,067.00","22,184.00","20,002.00","18,002.00","18,986.00","15,833.00"
"11","Short Term Debt","193,339.00","121,150.00","143,359.00","141,568.00","120,643.00","156,280.00","146,628.00","100,492.00","37,187.00","50,491.00"
"12","Long Term Debt","413,429.00","440,630.00","329,902.00","304,036.00","274,461.00","192,913.00","172,028.00","164,087.00","96,872.00","89,610.00"
"13","Net Operating Cash Flow","(24,373.00)","100,599.00","24,354.00","24,299.00","33,476.00","5,655.00","38,641.00","34,155.00","35,250.00","26,829.00"
"14","Capital Expenditures","(321.00)","(16,815.00)","-","-","-","-","-","-","-","-"
"15","Total Shares Outstanding (million)","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00"
