"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","16,408.00","14,073.00","23,639.00","10,289.00","10,834.00","15,839.00","15,737.00","14,214.00","10,061.00","32,715.00"
"3","Pretax Income","4,757.00","(28,189.00)","(6,988.00)","(1,898.00)","(3,389.00)","(14,347.00)","(10,884.00)","(6,917.00)","(15,918.00)","(11,820.00)"
"4","Net Income","4,430.00","(28,497.00)","(7,127.00)","(1,941.00)","(3,741.00)","(14,748.00)","(11,123.00)","(6,910.00)","(15,890.00)","(11,821.00)"
"5","Cash & Short-Term Investments","177,692.00","150,707.00","139,753.00","114,494.00","121,005.00","99,223.00","74,057.00","48,339.00","26,903.00","6,810.00"
"6","Cash Only","6,844.00","1,839.00","14,109.00","2,829.00","-","-","-","-","-","-"
"7","Total Accounts Receivables","27,116.00","30,533.00","44,026.00","93,820.00","4,047.00","96,079.00","76,407.00","72,564.00","76,585.00","81,957.00"
"8","Inventories","19,495.00","17,976.00","3,410.00","1,555.00","1,036.00","3,438.00","2,468.00","1,579.00","1,833.00","3,178.00"
"9","Net Property, Plant & Equipment","445,676.00","469,158.00","441,712.00","462,381.00","574,560.00","512,092.00","45,563.00","47,507.00","48,992.00","47,205.00"
"10","Accrued Payable","-","-","-","-","11,365.00","-","-","-","-","-"
"11","Short Term Debt","24.00","-","-","-","-","-","-","457.00","2,531.00","603.00"
"12","Long Term Debt","-","-","-","-","-","-","-","-","-","1,340.00"
"13","Net Operating Cash Flow","(18,266.00)","(12,225.00)","(5,061.00)","(24,908.00)","17,588.00","(14,816.00)","9,068.00","(1,366.00)","(12,861.00)","(14,169.00)"
"14","Capital Expenditures","(12,167.00)","(764.00)","(3,037.00)","(5,646.00)","(33,959.00)","(6,470.00)","(25,253.00)","(16,081.00)","-","(2,505.00)"
"15","Total Shares Outstanding (million)","417,485.00","403,209.20","403,209.20","403,209.20","403,209.20","403,209.20","387,029.30","378,675.00","378,675.00","378,675.00"
