"1","Financial Year","30-06-2018       4","30-09-2018       1","31-12-2018       2","31-03-2019       3","30-06-2019       4","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1"
"2","Sales/Revenue","-","-","-","-","-","-","-","-","-","-"
"3","Pretax Income","(239.21)","(393.93)","(208.31)","(75.15)","(324.89)","(210.76)","(149.86)","(1,046.19)","(688.62)","(572.25)"
"4","Net Income","(239.21)","(393.93)","(208.31)","(75.15)","(324.89)","(210.76)","(149.86)","(1,046.19)","(688.62)","(572.25)"
"5","Cash & Short-Term Investments","9.88","9.98","9.98","9.92","9.98","10.02","9.95","10.16","10.14","10.03"
"6","Total Accounts Receivables","45.31","45.31","45.31","45.31","39.61","39.61","39.61","39.61","39.61","39.61"
"7","Short Term Debt","-","-","-","-","-","-","-","-","-","-"
"8","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"9","Net Operating Cash Flow","(70.30)","(349.41)","(347.19)","1.71","(106.01)","(248.35)","(112.27)","(10.00)","(367.29)","(480.67)"
"10","Capital Expenditures","-","-","-","-","-","-","-","-","-","-"
"11","Total Shares Outstanding (million)","288,750.00","288,750.00","288,750.00","288,750.00","288,750.00","288,750.00","288,750.00","288,750.00","288,750.00","288,750.00"
