"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","30-06-2019","30-06-2020"
"2","Sales/Revenue","49,266.00","51,956.00","54,485.00","52,871.00","44,482.00","37,297.00","36,591.00","32,644.00","44,054.00","21,604.00"
"3","Pretax Income","30,692.00","30,875.00","71,387.00","32,667.00","48,733.00","38,667.00","21,162.00","19,946.00","23,900.00","7,790.00"
"4","Net Income","30,692.00","30,875.00","71,387.00","32,667.00","48,733.00","25,794.00","21,162.00","19,796.00","13,827.00","7,760.00"
"5","Cash & Short-Term Investments","652.00","685.00","1,948.00","907.00","9,139.00","7,844.00","8,168.00","4,050.00","6,141.00","1,606.00"
"6","Cash Only","352.00","385.00","348.00","207.00","8,139.00","1,139.00","488.00","430.00","779.00","506.00"
"7","Total Accounts Receivables","547.00","614.00","756.00","1,254.00","4,378.00","1,472.00","921.00","1,020.00","3,425.00","2,207.00"
"8","Net Property, Plant & Equipment","604,440.00","607,153.00","642,500.00","-","-","-","-","-","-","22,358.00"
"9","Accrued Payable","-","-","-","2,988.00","16,608.00","2,656.00","-","-","-","7,855.00"
"10","Short Term Debt","118,600.00","11,000.00","8,570.00","8,900.00","10,900.00","-","100.00","-","100.00","24,000.00"
"11","Long Term Debt","-","105,500.00","105,500.00","105,500.00","105,500.00","100.00","-","100.00","-","-"
"12","Net Operating Cash Flow","35,542.00","39,875.00","40,072.00","35,133.00","38,038.00","8,034.00","19,688.00","16,659.00","21,499.00","8,783.00"
"13","Capital Expenditures","(6,090.00)","-","-","-","-","-","-","-","-","(22,606.00)"
"14","Total Shares Outstanding (million)","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00"
