"1","Financial Year","31-10-2019       4","31-01-2020       1","30-04-2020       2","31-07-2020       3","31-10-2020       4","31-01-2021       1","30-04-2021       2","31-07-2021       3","31-10-2021       4","31-01-2022       1"
"2","Sales/Revenue","16,078.29","2,537.00","5,571.00","4,030.00","14,132.00","10,935.00","9,810.00","15,462.00","11,673.00","14,509.00"
"3","Pretax Income","4,266.21","(1,687.00)","1,128.00","(853.00)","4,329.00","2,989.00","1,709.00","4,573.00","3,242.00","3,668.00"
"4","Net Income","3,772.04","(1,687.00)","1,128.00","(853.00)","3,858.00","2,531.00","1,142.00","4,029.00","1,902.00","2,778.00"
"5","Cash & Short-Term Investments","10,701.00","10,791.00","19,902.00","15,285.00","19,528.00","19,332.00","24,673.00","24,930.00","26,384.00","29,244.00"
"6","Cash Only","3,708.00","4,917.00","4,744.00","4,385.00","3,289.00","4,644.00","7,710.00","6,620.00","12,605.00","17,123.00"
"7","Total Accounts Receivables","17,890.00","16,542.00","8,519.00","8,601.00","9,744.00","6,756.00","5,106.00","7,176.00","8,146.00","8,411.00"
"8","Inventories","13,833.00","14,714.00","15,418.00","18,082.00","18,081.00","17,815.00","18,383.00","18,886.00","18,733.00","20,097.00"
"9","Net Property, Plant & Equipment","5,691.00","5,623.00","5,509.00","5,967.00","6,517.00","12,086.00","12,318.00","12,635.00","12,480.00","12,333.00"
"10","Accrued Payable","-","4,702.00","3,830.00","3,608.00","-","4,152.00","4,816.00","-","-","-"
"11","Short Term Debt","2,011.00","78.00","316.00","813.00","2,234.00","3,356.00","2,998.00","1,660.00","138.00","138.00"
"12","Long Term Debt","139.00","125.00","104.00","86.00","68.00","50.00","32.00","305.00","274.00","243.00"
"13","Net Operating Cash Flow","3,071.00","(1,719.00)","8,115.00","(2,863.00)","4,329.00","4,492.00","4,370.00","3,114.00","3,420.00","2,659.00"
"14","Capital Expenditures","(587.00)","(72.00)","(24.00)","(591.00)","(689.00)","(5,693.00)","(377.00)","(487.00)","(15.00)","(20.00)"
"15","Total Shares Outstanding (million)","-","169,169.10","170,694.10","170,694.10","170,957.60","171,180.10","174,071.60","174,396.60","174,396.60","174,536.65"
