"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","16,160.54","8,631.00","13,157.00","14,088.00","20,041.34","12,463.00","19,546.00","20,182.00","17,899.35","12,482.00"
"3","Pretax Income","3,605.71","(2,054.00)","2,506.00","3,212.00","5,710.72","634.00","4,086.00","4,407.00","5,566.59","1,266.00"
"4","Net Income","4,188.81","(1,955.00)","2,469.00","3,142.00","4,208.98","640.00","4,141.00","4,199.00","2,908.85","858.00"
"5","Cash & Short-Term Investments","5,937.00","29,787.00","28,579.00","26,377.00","25,725.32","19,404.00","18,497.00","17,079.00","23,127.71","18,454.00"
"6","Cash Only","2,042.00","1,902.00","2,550.00","4,352.00","6,971.56","4,150.00","4,983.00","5,846.00","4,525.99","1,868.00"
"7","Total Accounts Receivables","45,871.00","36,886.00","37,596.00","38,352.00","47,208.79","48,398.00","51,460.00","52,316.00","57,161.34","54,957.00"
"8","Inventories","8,901.00","8,541.00","8,124.00","8,878.00","7,590.09","9,404.00","8,886.00","11,182.00","9,028.30","9,637.00"
"9","Net Property, Plant & Equipment","29,030.00","32,487.00","33,496.00","37,418.00","37,238.41","38,765.00","43,983.00","46,401.00","47,568.28","55,857.00"
"10","Short Term Debt","-","501.00","481.00","539.00","695.82","598.00","1,471.00","1,288.00","923.71","2,636.00"
"11","Long Term Debt","3,074.00","3,353.00","3,039.00","3,289.00","3,091.42","2,848.00","4,776.00","5,427.00","5,226.34","9,532.00"
"12","Net Operating Cash Flow","(8,698.29)","9,631.00","1,982.00","6,971.00","1,589.64","857.00","2,357.00","7,604.00","(561.23)","4,717.00"
"13","Capital Expenditures","(1,975.48)","(12,808.00)","(3,798.00)","(9,900.00)","(1,279.62)","(6,139.00)","(3,095.00)","(9,250.00)","(6,534.64)","(9,773.00)"
"14","Total Shares Outstanding (million)","674,510.00","786,666.00","786,666.00","808,249.13","809,249.13","809,499.13","809,499.13","809,999.13","860,209.03","860,209.03"
"15","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM","31-03-2019       TTM"
"16","Pretax Income","5,678.23","7,561.04","7,539.68","6,786.19","7,302.59","7,736.71","9,374.72","14,692.59","15,325.59",""
"16","Sales/Revenue","14,549.67","19,116.71","24,569.59","27,114.58","29,720.28","47,122.54","55,917.34","70,090.35","70,109.35","70,109.35"
"17","Net Income","5,435.03","7,194.17","6,294.26","6,432.59","6,796.47","8,488.81","7,864.98","11,585.85","12,106.85",""
"18","Cash & Short-Term Investments","913.85","1,467.24","10,921.43","9,822.05","13,768.98","5,929.61","25,725.32","23,127.71","18,454.00",""
"19","Cash Only","507.65","761.05","1,832.01","8,706.26","5,803.54","2,034.60","6,971.56","4,525.99","1,868.00",""
"20","Total Accounts Receivables","10,659.63","14,318.00","16,824.27","14,348.96","30,107.06","46,473.00","47,208.79","48,517.95","54,957.00",""
"21","Inventories","452.74","1,310.33","2,926.58","4,061.49","4,947.13","7,946.53","7,590.09","9,671.65","9,637.00",""
"22","Net Property, Plant & Equipment","7,985.94","15,207.82","17,369.33","24,302.86","26,902.89","29,291.58","37,238.41","47,568.28","55,857.00",""
"23","Short Term Debt","262.85","1,219.80","1,083.45","1,484.06","990.55","698.50","695.82","923.71","2,636.00",""
"24","Long Term Debt","1,805.85","3,193.91","3,043.94","2,541.54","941.53","3,079.95","3,091.42","5,226.34","9,532.00",""
"25","Net Operating Cash Flow","3,619.20","7,790.57","10,413.41","11,269.98","5,280.52","2,995.42","40,347.28","20,513.54","14,116.77",""
"26","Capital Expenditures","(6,004.38)","(7,224.25)","(14,280.32)","(11,100.75)","(14,845.22)","(14,290.48)","(27,785.62)","(25,018.64)","(28,652.64)",""
"27","Total Shares Outstanding (million)","343,169.00","343,169.00","490,253.00","490,253.00","625,155.00","666,665.66","809,249.13","860,209.03","860,209.03","666,665.66"
