"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","309,272.00","311,280.00","280,386.00","286,569.00","299,379.00","285,373.00","315,120.00","356,060.00","349,124.00","335,990.00"
"3","Pretax Income","49,898.00","43,923.00","46,897.00","38,606.00","33,637.00","18,674.00","23,216.00","5,610.00","797.00","7,096.00"
"4","Net Income","43,772.00","36,011.00","36,111.00","29,987.00","20,513.00","9,931.00","18,878.00","(1,744.00)","(2,681.00)","5,018.00"
"5","Cash & Short-Term Investments","84,849.00","142,562.00","160,286.00","183,262.00","132,474.00","135,992.00","110,640.00","96,220.00","106,514.00","102,366.00"
"6","Cash Only","15,778.00","49,390.00","31,863.00","29,485.00","25,891.00","42,957.00","-","-","-","-"
"7","Total Accounts Receivables","87,232.00","70,412.00","55,102.00","79,356.00","86,089.00","91,495.00","94,775.00","95,009.00","82,069.00","70,991.00"
"8","Inventories","51,566.00","51,938.00","54,896.00","52,934.00","53,820.00","75,418.00","110,370.00","127,117.00","124,592.00","120,643.00"
"9","Net Property, Plant & Equipment","171,325.00","160,546.00","175,355.00","157,127.00","156,029.00","157,967.00","151,386.00","156,057.00","152,326.00","144,922.00"
"10","Short Term Debt","1,326.00","-","54.00","66.00","-","-","1,144.00","25,328.00","22,508.00","24,277.00"
"11","Long Term Debt","-","-","63.00","70.00","-","-","15,134.00","19,913.00","44,309.00","36,060.00"
"12","Net Operating Cash Flow","15,146.00","53,131.00","28,542.00","6,692.00","13,803.00","6,154.00","(20,257.00)","(9,243.00)","25,159.00","17,217.00"
"13","Capital Expenditures","(19,490.00)","(12,189.00)","(21,292.00)","(5,500.00)","(12,805.00)","(5,355.00)","(8,825.00)","(20,593.00)","(13,181.00)","(12,312.00)"
"14","Total Shares Outstanding (million)","297,482.00","280,809.00","264,439.00","282,967.47","278,108.60","277,855.88","277,792.70","277,792.74","277,792.74","277,789.00"
