"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","36,706.54","29,261.00","37,870.00","37,374.00","41,161.15","34,011.00","55,074.00","53,829.00","46,794.89","36,502.00"
"3","Pretax Income","9,798.51","4,527.00","4,489.00","3,848.00","8,962.63","2,134.00","9,982.00","12,171.00","(118,811.73)","1,194.00"
"4","Net Income","7,281.65","3,159.00","2,970.00","2,847.00","6,052.81","881.00","6,899.00","9,149.00","(119,765.50)","339.00"
"5","Cash & Short-Term Investments","41,647.64","41,502.00","44,485.00","43,605.00","48,490.85","74,627.00","66,240.00","59,498.00","57,883.53","58,143.00"
"6","Cash Only","539.41","208.00","3,319.00","1,333.00","5,682.09","10,001.00","11,059.00","7,153.00","336.17","916.00"
"7","Total Accounts Receivables","75,897.47","78,163.00","80,024.00","89,068.00","93,300.49","94,133.00","122,659.00","144,788.00","135,414.30","123,434.00"
"8","Net Property, Plant & Equipment","5,684.47","5,601.00","5,459.00","5,333.00","5,387.93","6,544.00","6,786.00","6,400.00","6,048.75","10,822.00"
"9","Accrued Payable","8,835.32","8,655.00","10,374.00","11,936.00","-","-","-","-","-","-"
"10","Short Term Debt","17,077.08","19,225.00","14,288.00","14,638.00","20,459.81","35,414.00","34,116.00","36,051.00","26,366.24","32,622.00"
"11","Long Term Debt","644.36","450.00","445.00","794.00","1,019.67","74,153.00","74,127.00","67,793.00","67,688.62","63,688.00"
"12","Net Operating Cash Flow","4,412.11","(2,001.00)","10,257.00","(1,243.00)","86.63","500.00","(4,725.00)","(903.00)","14,495.37","(537.00)"
"13","Capital Expenditures","(85.37)","(182.00)","19.00","(292.00)","(200.72)","(249.00)","(657.00)","(10.00)","(35.28)","(106.00)"
"14","Total Shares Outstanding (million)","250,332.00","250,332.00","250,332.00","329,051.26","329,051.26","495,862.00","495,862.02","495,862.02","495,862.02","495,862.02"
"15","Financial Year","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM","","",""
"16","Pretax Income","8,888.51","13,419.91","13,720.95","19,890.51","21,826.63","(94,524.73)","(95,464.73)","","",""
"16","Sales/Revenue","101,448.72","104,575.20","121,503.16","139,004.54","145,666.15","189,708.89","192,199.89","","",""
"17","Net Income","6,707.99","9,148.86","10,134.59","14,017.65","15,028.81","(102,836.50)","(103,378.50)","","",""
"18","Cash & Short-Term Investments","9,398.43","9,737.85","10,895.07","41,647.64","48,490.85","57,883.53","58,143.00","","",""
"19","Cash Only","1,891.94","752.97","610.94","539.41","5,682.09","336.17","916.00","","",""
"20","Total Accounts Receivables","42,787.85","49,348.53","59,745.08","75,897.47","93,300.49","133,231.63","123,434.00","","",""
"21","Net Property, Plant & Equipment","4,110.39","4,024.92","5,491.95","5,684.47","5,387.93","6,048.75","10,822.00","","",""
"22","Accrued Payable","4,018.86","4,360.91","4,033.64","8,835.32","-","-","-","","",""
"23","Short Term Debt","14,879.67","15,265.29","14,517.17","17,077.08","20,459.81","26,366.24","32,622.00","","",""
"24","Long Term Debt","423.19","430.52","917.05","644.36","1,019.67","67,688.62","63,688.00","","",""
"25","Net Operating Cash Flow","1,463.40","1,942.50","4,837.82","2,867.11","7,099.63","9,367.37","8,330.37","","",""
"26","Capital Expenditures","(1,470.05)","(764.48)","(1,583.08)","(892.37)","(655.72)","(951.28)","(808.28)","","",""
"27","Total Shares Outstanding (million)","255,265.00","255,265.00","255,265.00","329,051.26","329,051.26","495,862.02","495,862.02","329,051.26","276,963.65",""
