"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","33,941.00","44,996.00","33,354.00","55,337.00","58,303.00","72,460.00","49,488.00","46,757.00","77,330.00","135,632.00"
"3","Pretax Income","8,236.00","11,117.00","6,837.00","8,348.00","8,418.00","20,621.00","7,031.00","16,039.00","33,883.00","16,445.00"
"4","Net Income","8,294.00","11,223.00","6,838.00","8,483.00","8,399.00","19,741.00","6,826.00","16,276.00","33,588.00","17,520.00"
"5","Cash & Short-Term Investments","20,371.00","27,642.00","25,350.00","38,613.00","26,876.00","26,512.00","57,211.00","46,320.00","35,778.00","49,060.00"
"6","Cash Only","18,351.00","-","23,330.00","36,613.00","24,876.00","24,512.00","56,831.00","46,320.00","35,328.00","49,060.00"
"7","Total Accounts Receivables","54,763.00","48,089.00","47,309.00","72,371.00","111,502.00","83,341.00","50,481.00","73,735.00","121,885.00","116,024.00"
"8","Inventories","-","-","-","-","-","-","857.00","625.00","301.00","613.00"
"9","Net Property, Plant & Equipment","19,725.00","26,506.00","26,053.00","24,452.00","23,540.00","39,694.00","40,140.00","41,330.00","118,146.00","115,552.00"
"10","Short Term Debt","-","199.00","203.00","192.00","187.00","158.00","128.00","99.00","207.00","213.00"
"11","Long Term Debt","-","407.00","357.00","188.00","149.00","130.00","110.00","89.00","145.00","96.00"
"12","Net Operating Cash Flow","(17,658.00)","3,631.00","9,515.00","5,716.00","(15,040.00)","881.00","3,202.00","3,295.00","62,184.00","13,338.00"
"13","Capital Expenditures","(107.00)","(6,726.00)","(5.00)","(5,800.00)","(5,443.00)","(16,508.00)","(25.00)","(29.00)","(78,003.00)","-"
"14","Total Shares Outstanding (million)","234,415.80","289,813.00","293,791.70","366,760.45","443,027.55","454,923.55","586,228.50","608,217.00","608,217.00","675,796.67"
