"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","810,647.00","882,179.00","982,686.00","1,000,244.00","1,001,663.00","1,047,725.00","1,064,536.00","1,048,568.00","1,066,662.00","1,100,659.00"
"3","Pretax Income","141,553.00","165,801.00","186,674.00","148,423.00","188,737.00","197,982.00","157,519.00","171,292.00","137,600.00","97,511.00"
"4","Net Income","108,082.00","123,380.00","138,264.00","109,841.00","140,980.00","149,074.00","117,717.00","129,449.00","102,958.00","73,363.00"
"5","Cash & Short-Term Investments","195,263.00","204,844.00","187,641.00","124,269.00","160,391.00","213,619.00","61,339.00","32,109.00","61,532.00","55,605.00"
"6","Cash Only","85,945.00","17,344.00","9,641.00","10,269.00","8,891.00","38,995.00","24,839.00","32,109.00","-","55,605.00"
"7","Total Accounts Receivables","34,594.00","14,226.00","33,657.00","35,371.00","52,692.00","87,844.00","103,770.00","110,347.00","110,863.00","80,517.00"
"8","Inventories","93,448.00","86,781.00","113,208.00","92,545.00","99,067.00","112,993.00","115,839.00","131,050.00","135,024.00","151,016.00"
"9","Net Property, Plant & Equipment","71,602.00","73,073.00","77,176.00","82,811.00","90,831.00","95,657.00","100,799.00","122,297.00","127,459.00","209,453.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","-","-","-","-","-","-","-","15,172.00","17,358.00","19,598.00"
"12","Long Term Debt","-","-","-","-","-","-","-","-","340.00","3,590.00"
"13","Net Operating Cash Flow","161,936.00","184,451.00","160,861.00","90,003.00","200,592.00","209,691.00","43,086.00","120,450.00","117,787.00","144,277.00"
"14","Capital Expenditures","(10,882.00)","(9,281.00)","(13,547.00)","(13,710.00)","(24,487.00)","(16,936.00)","(15,683.00)","(34,263.00)","(19,846.00)","(92,635.00)"
"15","Total Shares Outstanding (million)","64,000.00","64,000.00","64,000.00","64,000.00","64,000.00","64,000.00","64,000.00","64,000.00","64,000.00","64,000.00"
